Repetion,Time (min),MSE
0,0.10490803321202596,0.022805819287896156
1,0.09027101198832194,0.020666273310780525
2,0.10494837760925294,0.03508704900741577
3,0.09075405995051065,0.0243376474827528
4,0.10508455435434977,0.03775716572999954
Mean,0.09919320742289225,0.02813079096376896
Std,0.0070896257697312705,0.006921255691244485
