Repetion,Time (min),MSE
0,0.09306033452351888,0.049832165241241455
1,0.09062358538309732,0.05364245921373367
2,0.0866536537806193,0.0478142611682415
3,0.08660184542338054,0.050677549093961716
4,0.08686319986979167,0.05536046624183655
Mean,0.08876052379608154,0.05146538019180298
Std,0.0026327932858047124,0.0027029653139680793
