Repetion,Time (min),MSE
0,0.10814617077509563,0.020696183666586876
1,0.09363038539886474,0.0223858505487442
2,0.0856754978497823,0.0319562591612339
3,0.08399122953414917,0.023654872551560402
4,0.08473731676737467,0.015894247218966484
Mean,0.0912361200650533,0.022917482629418374
Std,0.009135926050845228,0.00523040844430871
