Repetion,Time (min),MSE
0,0.08575011491775512,0.03085055761039257
1,0.09308802684148153,0.03470240905880928
2,0.10152045488357545,0.02994733303785324
3,0.10526205698649088,0.031324353069067
4,0.10453792810440063,0.02322179637849331
Mean,0.09803171634674072,0.030009289830923082
Std,0.0075107617904657505,0.0037559658383758176
