W_n,W_p,L,Vdd,C_load,f_osc,P_avg,t_rise
1.9958324071057986e-06,2.990798398194004e-06,1.5908891855080918e-06,2.940109699890403,4.2395935833202504e-13,3236677.2532040235,0.0005945939410934169,6.367426217807697e-09
2.4357596087744884e-06,1.4733312546160615e-06,1.6075953195939718e-06,3.3498881481830884,1.0808608300370125e-13,11018062.128498327,0.0007182675780055993,2.300077799165344e-09
1.0932370621827426e-06,9.605998099639501e-06,8.987186608340036e-07,3.111231835405104,3.216523769668269e-14,95552745.4302255,0.0016094999118970413,2.3213049262419122e-10
2.3737419826802745e-06,3.5832855752179983e-06,6.886573080776418e-07,3.4459502634899204,3.402380216707705e-13,13929843.122885853,0.0028659643422289773,1.5419605385174639e-09
1.841666241689758e-06,7.932765613427986e-06,1.009006461845366e-06,3.252414463229508,4.541214797432556e-14,82773761.08225429,0.0020975958908535145,2.1090033725560005e-10
2.542651321417009e-06,6.951912815438343e-06,1.6836012042994812e-06,3.3683209707110175,1.2304441097455318e-13,21861097.305437602,0.0015269368547622733,8.055902105700703e-10
4.075846844354148e-06,8.169904587432986e-06,6.909813030648342e-07,3.695574059682417,1.216006752374265e-13,84673348.22095451,0.007072203206820192,2.3154179390240954e-10
2.706180901381664e-06,7.3909257439539e-06,1.471272389487826e-06,3.0080918445987472,4.053529667885742e-14,68263312.08485642,0.0013017685252418724,2.8723837942229184e-10
3.618852248065711e-06,7.970370906215428e-06,5.070167963642033e-07,3.5815307289961815,2.8405881711178715e-13,44138057.81214778,0.00822871251038106,4.028291478869188e-10
1.475357900070939e-06,6.707410042461706e-06,1.4011340166845063e-06,3.6854553137351784,2.5058039946746874e-14,105680847.51943307,0.0019097734641156546,1.8553828434850125e-10
3.71825536364463e-06,7.739355970498265e-06,9.462893514628399e-07,3.7283682559353215,3.4759621278373157e-13,20413481.535942316,0.005095825716943651,8.431830506305525e-10
1.4631395143367333e-06,8.413144681881702e-06,1.0663160231100102e-06,3.5672104137115817,1.1688240096329473e-14,307980306.55432534,0.0025022028528268237,7.096647513985962e-11
4.294178738882022e-06,7.63526409359948e-06,7.303819156199651e-07,3.327961922274298,3.279052391686388e-13,25600919.530833937,0.004657454243529169,7.69376573446797e-10
3.1939172834298673e-06,1.3744229627145655e-06,1.1228512829698273e-06,3.083962967629181,6.939708315782666e-14,23131608.259703264,0.0008128325775977405,1.2164064271810751e-09
9.474500657570165e-07,5.886175420898347e-06,1.6681029973483007e-06,3.2420936313353312,1.1258644203090286e-13,12057584.138364315,0.0007762987789396186,1.3580275271019294e-09
2.540875164889668e-06,4.799651373412993e-06,1.919693111351466e-06,3.476161492812185,1.6760781863272471e-13,12313858.736981556,0.001249238174421283,1.4716651173319872e-09
1.4629303109921175e-06,5.43258266211296e-06,5.157645710791542e-07,3.3469299372782384,6.429396356366131e-14,89104906.71034004,0.0033342618338660242,2.2209701768196638e-10
2.1038057749876765e-06,4.691356225068684e-06,1.495099823978322e-06,3.3496488162349154,3.706876484129308e-13,6121282.447537226,0.0013058511024739885,2.845619673208226e-09
2.6371543345472312e-06,5.0988127066838244e-06,1.7667020364599386e-06,3.443244844705489,1.0757898332687134e-13,21594244.33851764,0.001393283828707195,8.716631459582074e-10
1.1509127450353397e-06,5.396078526279005e-06,1.4898796816650223e-06,3.2076314391128595,1.7125821682851386e-13,9501992.988122577,0.000903439682991184,1.4629068098247166e-09
8.816643006915862e-07,9.731153194749303e-06,1.1901969961451363e-06,3.196471209435847,9.081549338078519e-14,23519889.46008728,0.0011931309968176052,8.336707181610269e-10
3.7277389661827702e-06,2.7084230849648456e-06,1.4876567620043358e-06,3.0453230139558722,1.2291519193365243e-13,15601894.450018724,0.0009510629308498806,1.5711090398035403e-09
3.2114806457206896e-06,7.100527355310062e-06,9.302145188228012e-07,3.4647399556136773,2.541239248295413e-13,22833354.94253393,0.003540140839979916,7.876190601216454e-10
1.8155891823704875e-06,8.205851621310788e-06,5.905771584744281e-07,3.2598372463986935,4.833464400057469e-13,13537330.503641712,0.003680585174027967,1.3267352260257532e-09
4.454826461435511e-06,6.509828150327971e-06,1.5528742390769752e-06,3.018468623426098,4.067552063824738e-13,7912830.509720341,0.0014720020406016436,2.2886765373205026e-09
9.842584435308065e-07,4.6163115100252e-06,1.9588182988330453e-06,3.5546170475529966,2.961573861953176e-13,4134055.2058622683,0.0008295251340501793,4.4346600121844205e-09
3.961053712550353e-06,6.292032828325735e-06,1.9537298545486826e-06,2.871359778898128,1.0883652024312032e-13,20262283.78112578,0.0009270144531475955,1.0455782986802543e-09
2.683866544961782e-06,7.3194184296663104e-06,9.351504767047212e-07,2.9240303819816833,2.592950160405256e-13,16154797.634240113,0.0017961389716358025,1.177948162451002e-09
3.5121310467269673e-06,4.835992461793046e-06,5.544371297553818e-07,3.532810445163458,3.6139345795258e-13,23761444.636693787,0.005468020011369798,8.802100326597502e-10
1.8594356143510068e-06,6.361645112053585e-06,1.1058626447999425e-06,3.139670937941006,7.893505040237944e-14,37964256.05538366,0.0015068716585123368,4.971935159410756e-10
2.6547616568809602e-06,5.44217074825136e-06,1.963409665095978e-06,3.5944442477541347,4.3498528167545674e-13,5305838.974374769,0.0015438009180364293,3.190230115566586e-09
3.5263821249075647e-06,6.9942573011320415e-06,5.074154110640351e-07,3.554883738545348,1.718020305797159e-13,66655603.18342987,0.007242934066711905,2.820101796232481e-10
1.658665047744815e-06,9.742558895935536e-06,5.406261066384058e-07,3.4725375377400987,2.0097083082055417e-13,39369563.197609514,0.005108907750612098,3.91668122193219e-10
4.808499445528217e-06,6.0024885916449465e-06,1.213741296734542e-06,2.9928323296777193,1.4687876879662892e-13,27421521.103058014,0.0018639019883672887,6.642456189290397e-10
2.6999585481802206e-06,5.35950167300367e-06,5.967341512458251e-07,3.106240501070217,2.0052953439338585e-13,30819827.53155281,0.002951071900480822,5.928379434471624e-10
1.5961785360393762e-06,8.244604880539775e-06,1.4392992182643802e-06,3.5338076981337423,9.702089168708248e-14,28607262.731508434,0.0018855927834117577,5.244282881396737e-10
2.219762550730517e-06,7.23120640704843e-06,9.937146528718664e-07,3.524305666050704,4.586600526143948e-13,10035795.09419892,0.003068371530468795,1.9537907015048764e-09
4.532195440349838e-06,9.19889091649597e-06,1.2788981213800976e-06,3.4382076173216043,2.8004053826137835e-13,20180681.789853845,0.003388953401161418,1.0279785170432318e-09
2.6129366381199963e-06,3.267965066176851e-06,1.883296478374607e-06,2.9642310425357405,3.0593149144501704e-13,4557381.420068015,0.0006226865208771377,4.302436274241264e-09
4.488796878070226e-06,3.03307162050115e-06,7.149478945297335e-07,3.1024644886748307,2.955615389487432e-13,16005943.481621353,0.0024336111150199415,1.484102620075857e-09
1.6645605724228332e-06,5.686771296878778e-06,8.006168560214538e-07,3.732421795357532,3.3193818124217496e-13,14251790.627115062,0.0035537434591911524,1.4831943270246274e-09
4.584494398138686e-06,3.577469683005634e-06,5.350730851016354e-07,3.566776664935346,2.773538705965089e-13,30860114.898618616,0.005782019599710007,7.397267171663627e-10
7.027959775484947e-07,6.5576713772121815e-06,1.471459800228245e-06,3.5392228948257003,1.8480115183525737e-13,8093438.880735788,0.0010134441365788963,2.2392710385726113e-09
1.1831087225882875e-06,6.916175055018323e-06,1.0976956734346907e-06,2.934525827595533,3.7343631043210993e-13,5853042.695965084,0.0009892274139044165,3.317856137104681e-09
2.4113945801258138e-06,7.15945160594895e-06,1.6115704956389739e-06,3.371174921228672,4.888187861014962e-13,5695864.181018094,0.001688889676624392,2.6456946559268935e-09
7.720496381226531e-07,7.005537073988686e-06,1.6207224519312867e-06,3.7172071470644923,2.7042633949016025e-13,nan,nan,nan
5.665662045310738e-07,7.453524065011116e-06,1.7342397322520118e-06,3.4520771572423823,2.1453629200148727e-13,5163005.616556298,0.0007279714413883633,3.7945591627235296e-09
8.819507947140583e-07,8.312194234869875e-06,1.7964508591639718e-06,3.015619852994192,1.965110580728182e-13,6269167.332635208,0.0006035686824704133,2.789032386632129e-09
1.1576865167592881e-06,3.8226964152056275e-06,1.1568565559831371e-06,2.9140559165972095,1.3982674349736441e-13,11288407.74032457,0.0006702718556377567,1.570209417675173e-09
2.20569742695063e-06,6.7778123312844215e-06,1.7652599715514227e-06,3.4523402654819515,3.378513697895233e-13,7219487.043513655,0.001534971087135578,2.715960707329232e-09
1.7907566507772573e-06,7.058030272040402e-06,1.0140668131967458e-06,2.9959201682610637,1.7442202835969055e-13,18003941.55351179,0.0014800958395299317,9.815146064964872e-10
2.2112932991390975e-06,7.4868676827442935e-06,1.1388590127089824e-06,3.560893977046957,2.2251019356311763e-13,18543864.964689646,0.0028103640245410078,8.850204689361181e-10
3.3218914318858176e-06,3.1643813605544914e-06,7.992330650280403e-07,3.260774299577164,2.6832955771474115e-13,15321425.399939245,0.0022856655852152028,1.3943977997111785e-09
3.0428341210213536e-06,2.4518573678469785e-06,1.524272064998736e-06,2.9093278794083726,2.0449964707967872e-13,7431868.511159391,0.000682377124587554,3.204763453057325e-09
3.7315204815012557e-06,5.97444940225327e-06,6.27811524978852e-07,3.3827852364133952,5.5293741933113713e-14,148139443.06422985,0.0048662767394763206,1.3236071860182783e-10
1.97936541835865e-06,4.366091298138744e-06,1.527722203345481e-06,3.073955251973639,2.9077707444131995e-13,6324803.770500398,0.0008716758912904112,2.7855435430882692e-09
3.3847185728784367e-06,1.4283007950838518e-06,8.618955092335352e-07,3.485075433464882,1.0850693744371728e-13,24051475.419996202,0.0017054775589629293,1.1075358315365255e-09
7.238668342228184e-07,9.045040010423479e-06,1.7065778950135579e-06,3.5061745712925374,2.4086920934253732e-14,59948886.36510367,0.0009848469563452189,3.7006504558045114e-10
4.123361085046919e-06,5.047574132508681e-06,1.0437588874209505e-06,3.103219355371851,1.72397100349843e-13,24287720.541572835,0.0020831402492594545,8.449355930891422e-10
2.7355912181517534e-06,4.793851117644455e-06,1.6069412899579218e-06,3.0032275964310067,3.576961871480423e-13,5824645.248560126,0.0009382808755133623,3.2767948883271044e-09
3.4008496147241758e-06,8.447551433103224e-06,1.6760945148121633e-06,3.6273468748004984,2.190962015369596e-13,17524371.40724716,0.0025865742916142175,1.0770916341933566e-09
3.0839593468665767e-06,6.427442949543158e-06,1.364056916046052e-06,2.9869555636754552,5.88533513283803e-14,50654909.69058742,0.0013683482992406287,3.361836819552116e-10
3.2624340738312956e-06,9.34453244300214e-06,8.607030941900572e-07,3.146665658616693,2.1890636724862584e-13,28634599.918641593,0.003132528547894364,5.827049625065511e-10
7.531134740332405e-07,1.4876065495693538e-06,1.5038146203382114e-06,3.150303766806685,1.2329223838788602e-13,5646003.838385694,0.00034574360987501494,3.288736481609003e-09
3.049245974363079e-06,1.32567226414456e-06,1.4177350184980047e-06,3.1125856209738423,2.733674452689429e-13,4532761.532486765,0.0006460666956817673,5.917349161996383e-09
1.580436007160459e-06,3.499860499113008e-06,9.098940761489102e-07,3.1388578829708025,2.986839490346764e-13,8521946.281160885,0.0012627432695821426,2.078005242366929e-09
9.420895169656535e-07,7.796324617781233e-06,1.5713835224032644e-06,2.8873047407006442,1.3401129112276e-13,10041659.586217694,0.0006032879083768058,2.336194365672558e-09
1.3532976688528383e-06,3.912304235135083e-06,8.214732373287209e-07,3.4434164415811814,3.1691631771271644e-13,9838026.416870404,0.001978514183143028,1.9930667296877403e-09
4.935928091048211e-06,9.106707510963453e-06,1.8821861215072689e-06,3.56444088767973,4.3376371675667434e-13,9671798.989496792,0.0027319610455679853,2.012081238531712e-09
1.7921912325443753e-06,3.4260451790676766e-06,1.347128802063308e-06,3.016458992076955,1.1717636532237976e-13,14581219.793760233,0.0007812890843442793,1.2574872592001707e-09
3.544162255119714e-06,2.3113957085889087e-06,6.712981671715549e-07,3.6973467802345503,3.6468935835480713e-13,13664504.617343687,0.003647224186135099,1.9649069210777166e-09
2.4915635427695875e-06,5.792912523058995e-06,9.31262990382679e-07,3.6841999425477168,1.6575055713540046e-13,30182834.21381023,0.003430645019796495,6.301825286531129e-10
3.7668584273530276e-06,5.817930216085078e-06,1.91182014571024e-06,3.2458043069664475,3.1890902568382996e-13,7905898.974731529,0.0013392585862425299,2.375212967136655e-09
7.517077790632723e-07,9.787195861936077e-06,1.1315968316983555e-06,3.2994882028367067,2.6595149268178437e-14,78937641.50286227,0.0012515376236091964,2.9591753770936085e-10
4.035511243289913e-06,2.8031002134422386e-06,5.016033916015917e-07,3.557550266821908,3.999477152720925e-13,18700590.01818341,0.005030012583839329,1.4429189963326574e-09
1.2034006945150498e-06,9.050580243202198e-06,5.733909443407399e-07,3.3138939270613865,2.496995997387851e-13,22273791.56286263,0.003277314331218713,9.868681810115547e-10
3.064004327848258e-06,2.5077002502916216e-06,9.364387376199641e-07,3.501276857203944,2.0094980433586436e-13,16296101.35512083,0.0021332994504038106,1.4686325422590446e-09
4.6926764792121495e-06,6.625424916982423e-06,1.8317400233500095e-06,3.0680989917595722,1.5344988758607745e-13,18814640.01396835,0.0013843805686833733,1.1586099913368436e-09
3.3528835524203415e-06,8.63128083578933e-06,1.076964027202144e-06,2.8653984891394795,1.6896635869946607e-13,25258595.26679064,0.0017342817031177483,6.367834541435584e-10
1.0612461161547653e-06,9.878819181318595e-06,1.7888881474097257e-06,3.4837917845293647,3.1318221814186594e-13,5820861.160793032,0.001193937660961469,3.057615315113627e-09
1.3471336400222133e-06,9.72822351199972e-06,1.5611075945095356e-06,2.896462382772076,1.4496988764520137e-13,12786450.532471156,0.0008368384103769761,1.3696563818664222e-09
3.394075704791689e-06,3.0204809873961767e-06,1.2825556470640287e-06,3.312227768637863,3.660829357711493e-13,7033511.566153583,0.0014767859363156643,3.304394534665607e-09
1.4850187720484123e-06,1.4678524874235665e-06,1.1537574095027838e-06,3.1185962427778535,1.4727625763003275e-13,8283697.024840842,0.0006259302741786753,2.7757418977053017e-09
3.713203887238145e-06,1.6480159588755807e-06,1.7424994011689849e-06,3.5630847564508543,1.3562144755900108e-13,11120379.961400615,0.0010338128250466485,2.4236422354814798e-09
1.851649980494263e-06,7.091773022344729e-06,6.06858130078309e-07,3.3000317748121923,1.8136973311628898e-13,33932212.58827573,0.00358721327088141,5.299895778911187e-10
1.735990881112615e-06,7.3712001877216574e-06,1.6297798349873693e-06,3.1576582447190376,4.990978030579941e-13,4223070.070208252,0.0011219471029888875,4.11443262276386e-09
4.781003798380108e-06,4.965413124460719e-06,1.1798426336263998e-06,3.2273416324215933,2.5557619093701206e-13,16226491.189252684,0.00224692273665341,1.3508045111340385e-09
1.986152101591636e-06,4.134683986363893e-06,1.7367447266332377e-06,3.661753208404429,7.625152291609457e-14,26284552.74587205,0.0013757888637942017,7.744358634469309e-10
4.220424235770508e-06,2.5326917130004636e-06,1.6677014725054783e-06,3.606621408546129,1.524243087157651e-13,14397395.459958436,0.0015422646086202078,1.8946720902455697e-09
3.2356548226235577e-06,4.717040040351326e-06,7.840112909432346e-07,3.1873755024179626,4.037599055405579e-13,12377846.814301593,0.00256636131196914,1.6800750091321334e-09
4.598813613210946e-06,8.2559312868927e-06,1.549325792669386e-06,3.366866266408755,4.906194033434313e-13,8824968.248035816,0.0025101354081722275,2.15936501753881e-09
3.22284333742592e-06,4.5012381087592125e-06,1.9518575555857087e-06,3.2546431842139585,4.550859144589591e-13,4423036.489747409,0.0010824344446184215,4.633377515242707e-09
4.447517042967062e-06,3.199042301764169e-06,7.59719562670237e-07,3.7385701078069227,1.4786734121166082e-14,401853892.62243205,0.0044418311308263335,6.122316658631844e-11
7.687733376170145e-07,7.021685858888614e-06,1.8900611844151225e-06,3.7257209757779197,3.9343704054236196e-13,nan,nan,nan
3.327238525902875e-06,1.7353536048816245e-06,7.5119626970625e-07,3.5809951945153546,1.4784887486211625e-13,23606906.287555795,0.0024185467185747224,1.0751463229007401e-09
6.327022731422494e-07,8.928185161331358e-06,1.4294107523793004e-06,3.1990224073515434,3.610247212939515e-13,3825884.559477616,0.0008049577685087906,5.183657753050276e-09
9.86544227623226e-07,2.2562103561742063e-06,1.1818015536179612e-06,3.689019893673688,2.467168682873506e-13,6298623.562979807,0.0010831751277707116,2.9096854832861754e-09
1.0078246618161128e-06,7.903351017292392e-06,1.7425757881414802e-06,3.3631786400197123,9.569921286171711e-14,16573300.44153549,0.0009763451845806524,1.071311283613405e-09
1.179781588794437e-06,2.702184868775561e-06,8.299545891049086e-07,3.7324820936216327,7.188373342176021e-14,37269789.06296908,0.0019093444827294993,5.566395610085395e-10
1.5108758911804071e-06,3.93438913778456e-06,9.671509092027377e-07,3.742823652781788,2.625345553391585e-13,nan,nan,nan
