W_n,W_p,L,Vdd,C_load,f_osc,P_avg,t_rise
2.9064117443296395e-06,9.42023395591795e-06,1.373047448958557e-06,2.914630236558607,9.376699602651537e-14,35293153.389943585,0.0014097327894058522,5.091554680434087e-10
3.2821464516266235e-06,9.507540182014893e-06,1.209872785066523e-06,3.2616505345928797,2.7018564996711386e-13,17638104.929012213,0.002628420324865333,1.109259786179771e-09
2.3431445674432905e-06,5.267291006475028e-06,8.31673368319019e-07,3.4047335846849585,2.901716818950194e-13,16067478.591258852,0.0027518854999231098,1.1143858354850952e-09
6.799421279945618e-07,2.538725051989593e-06,1.4120555924976508e-06,2.986600183522174,2.1579804296397683e-13,3861663.7334322855,0.0003901893344241152,4.3506444771885205e-09
2.7641750155881405e-06,9.794417981170032e-06,1.0054190559695858e-06,3.1665117372334635,4.298042493884323e-13,11787077.198285317,0.002715511690166624,1.6900494702123706e-09
4.900868218715303e-06,2.8426422281973815e-06,1.2639968541779933e-06,3.526153278647705,3.0481691335904513e-13,10475224.509809233,0.0021365415869390794,2.4505821238450767e-09
1.2079569899592695e-06,6.531285700574467e-06,1.9252055433983953e-06,3.6426810161086287,8.051429811354595e-14,20676818.365488596,0.0012070818416717263,7.822816583709169e-10
2.9823827781822057e-06,2.12710879550258e-06,1.4876998545938788e-06,3.61539569538421,5.032323743976089e-14,38426736.74463662,0.0013541970700232785,6.109567676217594e-10
4.544101297820003e-06,9.515559465047092e-06,1.8082675686240102e-06,3.3548564131360514,1.4117919641305245e-13,27809054.18188559,0.002207103682499491,6.660369725977324e-10
2.8705391443624255e-06,3.7662474602477684e-06,9.037885700288277e-07,3.137532570826264,1.7560473300879385e-13,20223700.92521128,0.0017947511091115007,1.0458491306701347e-09
1.700004071797002e-06,5.402744120381012e-06,1.5417020712617772e-06,3.107316303862027,3.443107689396967e-13,5476208.113088389,0.0009520217025897864,2.920914867859538e-09
1.2791115166903111e-06,2.5313440111793197e-06,1.8928717574192034e-06,3.7110608643796157,4.073202420021152e-13,2904234.7614669977,0.0008443881216970652,6.834645387107481e-09
6.633837778427952e-07,2.2959746965416465e-06,9.517082523600422e-07,3.1749670775784393,1.5812738566407898e-13,8044800.110706485,0.0006616391719605346,2.1439719299852097e-09
4.96408991411419e-06,8.349446883260153e-06,1.9734400525468263e-06,3.463943391654073,3.792532731027919e-13,9721536.687393103,0.002253049565454424,1.974044836449498e-09
1.6376661388465846e-06,9.509707957862157e-06,1.2253455293048908e-06,3.7234095508656826,5.915008422682176e-14,63375060.365300864,0.0028461809030723433,3.689812471145621e-10
2.9074646916865355e-06,3.599253297617469e-06,1.8376142561877525e-06,2.994647395111542,2.958077836172509e-13,5425169.5273660375,0.0007321913714977521,3.6142360231046543e-09
2.272694342814207e-06,3.6216601642987006e-06,6.139404328624037e-07,3.1433196759395057,2.857277569972482e-13,16105099.360239716,0.002279440124743805,1.1739036161060107e-09
1.9382322934304237e-06,1.417468434618005e-06,1.3053548426059124e-06,3.5594651460334545,1.2920755783334053e-13,11013546.91785577,0.0009672808311789091,2.465303553869977e-09
2.4014114679634057e-06,1.110744610339749e-06,1.9229679281674946e-06,3.6503661097230253,9.403454060750375e-14,9978456.763843937,0.0006741271545587743,2.8696102810701885e-09
1.9769802670004243e-06,8.653998457264126e-06,1.3169106781895309e-06,2.9025018202163135,4.3435293117260407e-13,6144911.556652567,0.0012018158603087528,2.7588621964103778e-09
