W_n,W_p,L,Vdd,C_load,f_osc,P_avg,t_rise
1.5216820219638097e-06,7.867903143874895e-06,1.950137010644473e-06,2.9573959022814473,2.8097465705652455e-13,5426801.537433371,0.0007143146091933295,3.457862640971198e-09
9.413845552114599e-07,3.904513704754608e-06,7.94466286567681e-07,3.6204014775220896,2.495397077754455e-13,11267489.992292374,0.0019943527865383687,1.6378318871902766e-09
3.469463257048663e-06,8.629546494910948e-06,6.636335475534489e-07,3.316753469181934,2.0010345412470076e-13,43692986.999738045,0.00482939616562377,4.355764523143384e-10
1.532258311705233e-06,1.8736563452074965e-06,1.0083262977322618e-06,3.1069141755614114,4.4545510337582516e-13,3624478.220432578,0.0007946466395244823,6.153248447766036e-09
4.749298965251047e-06,1.2944313379279787e-06,1.2654892461865835e-06,2.8518763574920225,3.876138064615553e-14,35991562.23071692,0.0006023861673002213,8.147443150379654e-10
1.527481118205813e-06,4.5607486854277784e-06,9.792541054750541e-07,3.2025109615033647,4.917900540268562e-13,5505802.748703493,0.001476515042470361,2.7612038356061312e-09
9.116159368346811e-07,6.487465497140883e-06,5.180537854446426e-07,2.860332359903586,6.584400640978981e-14,55717840.37628048,0.001630482836558592,3.502988689746431e-10
4.933557979933214e-06,1.7719304646767373e-06,1.1523249705454406e-06,3.1735287744464844,4.193098360336737e-13,5348469.583454791,0.0012166622882085198,5.090293883480886e-09
2.6521946917331592e-06,7.997050902017918e-06,1.2433322846715631e-06,3.611339377782741,3.4078854881894085e-13,12886147.21692248,0.0030421959005815934,1.5152353067602903e-09
1.0251011020373085e-06,2.5311053624541443e-06,1.7430433029677955e-06,3.1610398720386064,3.380924032485482e-13,2714109.7684268956,0.000467966979775359,6.774285521742735e-09
1.5662553654078272e-06,9.917014237646611e-06,1.5054780102745106e-06,2.9756372384843393,3.791390149582711e-13,5837830.390491308,0.0010379290538348178,2.5692536229356036e-09
