W_n,W_p,L,Vdd,C_load,f_osc,P_avg,t_rise
5.004315661486116e-07,6.0859019429401635e-06,1.5092724074635782e-06,3.737753097458219,2.523022039483264e-13,nan,nan,nan
3.873677829866012e-06,2.4625296893839483e-06,1.1177598084419882e-06,2.99572218369291,5.2059827075940434e-14,45917808.02104131,0.0011347567467752352,5.490782624441115e-10
2.4935964081816312e-06,8.773823194749036e-06,1.68559243920923e-06,3.2965948367647204,1.9454282016177494e-13,14765398.486190423,0.0016458777894986878,1.152716975696285e-09
1.8449725134954116e-06,4.579220590302313e-06,1.3900984187629387e-06,3.6886805694004163,3.9728776416222725e-13,6474446.610919955,0.0018480802665703754,2.8415013250200775e-09
4.601461151107178e-06,8.868326955583322e-06,1.3753078425263379e-06,3.334769362395688,4.950193158565085e-13,10085285.949457683,0.002841666731579642,1.9223068229135324e-09
8.081617599388995e-07,4.785806487363543e-06,1.2085235242284405e-06,3.0268937493853896,4.5185909650633977e-13,3153491.8965858268,0.0006901406628062165,6.226086248712392e-09
4.895839661003739e-06,7.938351666751257e-06,1.5379857116238053e-06,2.98874015676313,4.1490286526238037e-13,8960644.696605522,0.001669013753617227,2.058371542611556e-09
2.2948084040495337e-06,6.839079739482672e-06,1.3097283776195426e-06,3.523448027278626,1.2435580344119956e-14,275703588.0682194,0.0022968251576046613,6.837516267423405e-11
2.5028728131838046e-06,7.486540326201957e-06,1.912424665499684e-06,3.684145768017602,4.686233005112595e-13,5885787.0589956585,0.0020138120229733726,3.2537246068605554e-09
2.018301618686778e-06,6.387862670050746e-06,1.1276340998777804e-06,3.689823438206111,9.639391392180981e-14,40060137.77224196,0.002700252655874607,3.6268507728851076e-10
4.977582284212094e-06,8.132987570710272e-06,8.14493668181069e-07,3.209939791741177,3.1115270275929513e-13,25481791.125199527,0.0041036310680188206,7.526644789450712e-10
1.0032445036715541e-06,7.701054164485098e-06,7.945123549746974e-07,2.8827678935736305,3.7083550949561367e-13,7432578.996011012,0.0012175719160799224,2.0992515620831047e-09
2.2748502796221438e-06,8.788522279236338e-06,1.422428117904915e-06,3.5556663585320734,1.5308591547059427e-13,23444676.900693286,0.0024473885021919026,7.575638601121573e-10
8.739391865436915e-07,2.6631024997946184e-06,1.4707971588150422e-06,3.4739997134169243,2.1784988648902922e-13,5345618.919566034,0.000735052795273646,3.037851078206439e-09
1.0846076453466358e-06,5.525846449129331e-06,5.387160971378384e-07,2.880981849056105,2.435169931204779e-13,15454099.746119952,0.0016767946807795312,1.1969365853882684e-09
4.955390654883645e-06,7.3081598985324455e-06,1.7372133008872103e-06,3.02495497755268,4.711894497029357e-13,6845505.065993538,0.001487093991181669,3.009084753511018e-09
4.798594018223894e-06,2.3802173683732527e-06,1.5108528018265284e-06,3.316499708594248,2.283520208286108e-13,9539403.347584289,0.0012925254311513667,2.778691342041849e-09
2.008775399959843e-06,7.698458589301907e-06,1.1544292089150984e-06,3.6612480771444784,2.2849990295497503e-13,17733563.106444526,0.0029387299117143583,9.738495978455694e-10
1.0662868257930022e-06,7.242485782540558e-06,6.184989352745859e-07,3.4948290251483867,2.908106620391007e-13,16287765.114137275,0.0031091603001966012,1.0137104752386796e-09
8.870009399258056e-07,5.966914245926505e-06,1.9603760641157863e-06,3.6564109024870617,4.4888869490836413e-13,2935005.7398759127,0.0009529668497316793,7.216294431537807e-09
4.056930946658989e-06,1.5917470424493634e-06,1.5163909843401455e-06,3.1111415606848913,3.870312600687821e-13,3724685.223930219,0.0007512359765655741,7.702650019771894e-09
1.0215807760923971e-06,3.5488344902505e-06,1.5118728632853106e-06,2.926674293869986,4.1133316472149136e-13,2680553.5235529263,0.0005024400659574766,6.005351305035579e-09
4.7930717136553495e-06,2.578361171162002e-06,5.665241283929154e-07,3.4561754999034515,2.3768196375825366e-14,272126834.65678376,0.004122410141050293,1.0388376540274884e-10
1.7440938888570697e-06,9.463332505431311e-06,7.318082451822235e-07,2.8986514391750675,1.4086202869509985e-14,322511723.2561885,0.00207754880137402,6.079730355005364e-11
3.842733797934857e-06,9.507355749182492e-06,1.5932002489355707e-06,3.615077877286365,2.49584874684768e-13,18177671.691519443,0.0030511570398255206,8.678263919307563e-10
4.3340877088110845e-06,4.100091616449334e-06,1.0743999898269565e-06,3.1773487016986173,3.3176891605756597e-13,11550954.683207631,0.002017180602198712,2.1097721851333746e-09
3.818521595763554e-06,9.971687643978568e-06,1.5234208584391774e-06,3.7146763249751173,1.8787684929587599e-13,26695205.54629571,0.00354478654390865,6.168374394697858e-10
2.061259701399512e-06,3.5157040328777856e-06,1.938990404941688e-06,3.1280344699706806,9.001798218912574e-14,15076095.322209641,0.0006791069188863987,1.4502599840665624e-09
3.6131303292305725e-06,5.260716901614085e-06,6.969773440291409e-07,3.1910872581491887,9.629004837494838e-14,65112560.12685101,0.003295422977836832,3.159710564427171e-10
4.30062044620857e-06,6.254018448955372e-06,7.636462116340205e-07,2.857606926758341,3.33622914748607e-14,173749937.74094734,0.0024856866063462596,1.2817897670513848e-10
