W_n,W_p,L,Vdd,C_load,f_osc,P_avg,t_rise
4.4515164678428285e-06,3.091608629461855e-06,1.6042511693389917e-06,3.4092230698656705,1.9703857936058544e-13,12345625.070465991,0.0015015703433224107,2.0744993184496924e-09
1.4185998119123238e-06,3.441497518654939e-06,1.1181504721399259e-06,3.1055663714925505,3.7074666056132215e-13,5163044.893391471,0.0009416348948195674,3.507853304206328e-09
1.2196949974310774e-06,5.627474950912094e-06,8.816322532022416e-07,2.9383428814344565,2.3292299693004596e-14,108675071.32184793,0.0011662655609045948,1.8042631947473091e-10
2.1876190377241784e-06,5.57649679816171e-06,9.927344152932676e-07,3.2833838793696146,4.4455389300020655e-13,8291573.919242236,0.002068715859907547,2.1677110030237294e-09
2.1618019448235253e-06,8.920055345710587e-06,1.8710204719248103e-06,2.9490884497581122,1.132782323223923e-13,18020958.64911799,0.0009209380974828058,1.0504607012059027e-09
2.9278576099370626e-06,1.1891897625315935e-06,1.1247201181066678e-06,3.6565633051010815,9.601541308370514e-14,18806542.282498207,0.0013020566598059102,1.5286965400620884e-09
1.6071855551075053e-06,1.30453161479911e-06,1.3401932956206497e-06,3.4515808959488354,1.8375120197828234e-13,6369088.140190134,0.0007419873193571191,3.84690200164553e-09
3.3684043306867252e-06,8.344480017946031e-06,5.581452219645103e-07,3.64089623281079,2.2199998079365585e-14,511241849.830994,0.00806362460889881,4.155038325140934e-11
1.4191632274526557e-06,5.474691980041701e-06,1.7552833787619675e-06,2.8694055173737643,1.903544550869777e-13,7025482.036748466,0.0005748567541017612,2.434241139289785e-09
1.4717352806489864e-06,4.094285670037188e-06,1.8247787436246889e-06,2.8673857172802513,7.575905860921561e-14,15183480.725259572,0.00047606447724909403,1.4643756704676087e-09
5.858816441598793e-07,4.026068208988451e-06,1.3724218965230992e-06,3.0454099383770976,1.2642801158516254e-13,7663089.550990051,0.0004910688532544731,2.091531992872257e-09
4.8953455671485545e-06,4.530859307609014e-06,8.73242716765078e-07,2.920676031819995,1.5664505573044017e-13,29672061.210056882,0.0021107060945310787,7.746867266604378e-10
3.1957736519707114e-06,3.988617668956313e-06,5.600969596396699e-07,3.3689498513121188,3.2108308227082705e-13,21393546.31833604,0.00398149095812589,9.310470795634809e-10
5.893423751960935e-07,6.741395249640692e-06,9.336191065820612e-07,3.267614698795199,2.0915764497460045e-13,9061780.0142237,0.0010878785334089858,1.386624331459527e-09
2.1276730892512567e-06,8.52905737122588e-06,7.044194574692905e-07,3.042447894439383,7.734162975023875e-14,71337572.74943268,0.0026331463731034534,2.6992907555244936e-10
1.4369046022487483e-06,8.172337502708155e-06,1.6389249069429861e-06,3.0369085117823436,4.730753372957763e-13,3914287.3074156344,0.0008993696206013419,4.963754147940735e-09
2.5352508742064825e-06,3.355305116388529e-06,6.400899223035274e-07,3.2200426120124392,1.0570977805561504e-14,435133146.38592666,0.002529272742704348,5.924007355250084e-11
8.226073954579431e-07,2.9642426677088076e-06,1.18684296330057e-06,2.853771409383299,2.257499535990181e-13,4893505.464790496,0.00046580705838785775,3.5515405524789636e-09
4.49730623604e-06,5.235741749947617e-06,1.6974264488322423e-06,3.1763107394111945,2.1868690143705127e-14,128824759.3836557,0.0015054439887896925,1.8667293699941515e-10
4.82041883078472e-06,4.005079527048736e-06,8.629380933400866e-07,3.7245201657512537,3.106342262537787e-13,19774583.904741604,0.004498762646817026,1.17703834423463e-09
4.1243508903960084e-06,7.138361356472731e-06,9.778933763235404e-07,3.3974245625934243,2.3885107671669235e-13,25534059.323763065,0.003540970463487738,7.812140951812983e-10
1.5838669597328337e-06,8.33909131134717e-06,6.331120328519726e-07,3.437495104583645,5.4398732552271935e-14,111219957.13242583,0.003852801660830319,1.5186510538818369e-10
2.2259492778355612e-06,9.090298631057282e-06,9.215037033741772e-07,3.3720355646154614,4.707395395995745e-13,10974252.629070707,0.003131910038721495,1.6218696021340575e-09
4.978208669105148e-06,6.798728857215921e-06,9.520618853935043e-07,3.4066950113771868,3.716652825392571e-13,18060706.79214926,0.003969519041710699,1.1467656603750477e-09
2.657087321283789e-06,6.346674857735189e-06,1.2091967445476092e-06,3.471294816733784,4.2174311435564567e-13,9127964.180419112,0.0024160648536808117,1.942223544918629e-09
4.650163066897413e-06,5.352946146847008e-06,1.1646403854011958e-06,2.9987320976472027,3.728352537343165e-13,10460596.862740472,0.0017872276832992414,2.074026147631448e-09
1.6438680521567572e-06,9.381422121001165e-06,1.7756518237058817e-06,3.12532855567082,4.903354497891698e-13,4161139.062861002,0.001051886743831039,4.710004118323311e-09
6.487188328476658e-07,5.078894195465281e-06,1.5196683853930254e-06,2.988441143795816,2.6479575340528065e-13,3741450.096080198,0.00047227539518082006,4.50183497707453e-09
1.05951577393763e-06,3.047089450282014e-06,1.1604203032269163e-06,3.667607656205198,7.672778986443848e-14,24364798.815835312,0.001284239738728401,7.442138807926381e-10
4.6292481888072186e-06,8.653897160825846e-06,5.692250657954761e-07,3.6664519914458005,3.763282936657266e-13,36139163.49810907,0.009373412890553812,5.425649417225622e-10
3.643229932934168e-06,1.2604931442857067e-06,8.816613881481945e-07,3.48242662014054,3.610730468607134e-13,6687126.000001962,0.0015837775027011435,4.307426556395664e-09
1.4602646887460988e-06,4.286721869286857e-06,1.2827877005405092e-06,3.4473970276392607,5.53032886610038e-14,38930145.09981005,0.0013275564678967317,4.886647915018352e-10
3.05382879032203e-06,4.019765086294624e-06,1.0856824596811266e-06,3.0142655789770285,4.631095117059803e-13,6428383.120711312,0.0013677108907470246,3.0568457170626955e-09
4.08715996307689e-06,9.600101184599546e-06,6.829381746969646e-07,3.4891683642443168,3.339678553086188e-13,31339073.268551555,0.006571286284547236,5.698694384043605e-10
1.248916310819133e-06,9.430823373458455e-06,1.9900840518414786e-06,3.5439629689719125,2.3759029475407586e-13,7695584.566503131,0.0012395155635641576,2.1682352492883894e-09
