W_n,W_p,L,Vdd,C_load,f_osc,P_avg,t_rise
3.1784710309214426e-06,1.0054545032264974e-06,1.5627926581539291e-06,2.9742827026180794,4.641025874728103e-13,1918836.5377876176,0.00042297515006843275,1.5725607717377768e-08
3.86562283626891e-06,2.6260431208565723e-06,7.799514524383796e-07,3.0201062350348558,3.93095053053317e-13,9168446.152179811,0.001746363941224095,2.503516187726243e-09
4.412456647674036e-06,1.5401384229370113e-06,1.3104459282078343e-06,2.975571319671528,1.763497559115371e-13,8925609.144003505,0.0007455280054646761,3.155751191945106e-09
7.082938587267108e-07,5.799123797517552e-06,1.5950342021705608e-06,2.93757816018341,4.661506150678848e-13,2184215.9981860644,0.0004701031404393181,7.77966585492516e-09
2.0881951313493083e-06,3.6951119386096125e-06,1.9762254001076435e-06,3.711674985832459,3.3451974701432114e-13,5223437.602155289,0.0012221478519165556,3.764346111942515e-09
4.133228783018781e-06,6.722638609899372e-06,1.7910335496280765e-06,3.272705781048696,3.4850250157576454e-13,8810672.754500417,0.0016614178669719802,2.1560353670385708e-09
4.072451035381235e-06,2.379460235321481e-06,9.570087712931834e-07,3.652162143221329,4.940828080524446e-13,7482820.093558807,0.0026415512474896215,3.2788765281428958e-09
2.615895669396881e-06,5.033287532010567e-06,1.926896614765484e-06,3.3057882129309695,4.3582226330383164e-13,4587617.99847764,0.0011053352460912587,3.6087204771941488e-09
2.139499183178275e-06,2.242712873452269e-06,1.9480679592226125e-06,3.231096113047675,3.452816375878996e-13,3278754.5786441267,0.0006112690820156037,6.465572242862143e-09
1.4029589621712721e-06,8.79000072274247e-06,1.017336594345572e-06,3.2796865997097053,4.048436981011199e-13,8302951.08560129,0.0019178561606073275,1.876247721514899e-09
2.9163087179947793e-06,7.062749286984131e-06,8.438960928268853e-07,2.934274198193205,4.654300178261466e-13,10323482.236443788,0.0021106106126732556,1.680046659811621e-09
3.0000208795483968e-06,8.791415926218611e-06,1.15895909524303e-06,2.8973876626767847,6.777616355813627e-14,56615703.491393626,0.0016330793898943184,3.4243385092501045e-10
6.096957443362393e-07,5.649561894446903e-06,1.2971757799215369e-06,3.269269219492203,1.3578125517781302e-13,9673844.703664519,0.0007605321240340179,1.9487885444078597e-09
3.891901420016481e-06,4.190345635374892e-06,1.0495901018763812e-06,3.6934271507109226,3.7887210690034403e-13,12326280.312622359,0.00330497460685373,1.8277367473769304e-09
9.607565490314755e-07,3.6021279817525316e-06,5.999684990965576e-07,2.9487075654410435,1.8073265452167174e-13,15061191.102876002,0.001229905348548418,9.424676508456735e-10
4.901011405808823e-06,9.755922724313834e-06,8.458471696096813e-07,3.547093668911299,1.9357369895530728e-13,49289474.5647086,0.006026377447357359,3.679156396689881e-10
3.6119532631947183e-06,8.995259262220612e-06,9.821177868279434e-07,3.1136297127777053,1.114888535012055e-13,50314666.075335115,0.002710128165516635,3.269706782522595e-10
3.857832779471035e-06,4.59945086533341e-06,1.7533387558803873e-06,3.57371219782555,2.914672657247609e-13,9615849.53263283,0.0018399123432351373,2.400623089258749e-09
