Repetion,Time (min),MSE
0,0.1905970613161723,0.015233094803988934
1,0.1870835820833842,0.009987062774598598
2,0.0819271723429362,0.016571076586842537
3,0.09220208724339803,0.01696743257343769
4,0.08052850564320882,0.014407004229724407
Mean,0.1264676817258199,0.014633134193718433
Std,0.05109845505154015,0.0024980647217669044
