Repetion,Time (min),MSE
0,0.08506993055343628,0.04297499358654022
1,0.08129654328028361,0.03736669942736626
2,0.09055477380752563,0.043145373463630676
3,0.08892087539037069,0.028775155544281006
4,0.10110551118850708,0.04147074744105339
Mean,0.08938952684402465,0.03874659389257431
Std,0.006678278504341743,0.005403393928102802
