iter,Tiempo (min),mse
0,1.1068333784739177,0.03877894952893257
1,1.059303108851115,0.03404470905661583
2,1.0432576497395833,0.03961809352040291
3,1.0773701906204223,0.03299175575375557
4,1.0707398533821106,0.04164774715900421
5,1.0827087998390197,0.04558933898806572
6,1.0740739703178406,0.03892794996500015
7,1.0695938467979431,0.03718923032283783
8,1.0641289790471395,0.03804491087794304
9,1.0635764082272847,0.03041279874742031
10,1.070999848842621,0.044429317116737366
11,1.0566344499588012,0.05046825855970383
12,1.0606481711069742,0.035174738615751266
13,1.092644214630127,0.03670357167720795
14,1.0917621731758118,0.04687665030360222
15,1.105620261033376,0.03261585161089897
16,1.1095389246940612,0.04802870750427246
17,1.1085766553878784,0.03565552830696106
18,1.1308584252993266,0.04146452620625496
19,1.0997876048088073,0.03543180972337723
20,1.1135160684585572,0.03442089259624481
Promedio,1.083436808699653,0.038976920768618584
Desviación Estándar,0.022638017824944755,0.005370202796227652
