Mean,Std,Min,Max
2.699412536621094,0.2778742237501725,2.3052680492401123,3.0037691593170166
0.38931319713592527,0.03614733062864264,0.3334818184375763,0.4238206148147583
0.1105695262551307,0.019876192478708567,0.0886920988559722,0.1409932374954223
0.0499090306460857,0.0093309520666591,0.0376374647021293,0.0632022619247436
0.03254987597465512,0.00770138511404783,0.0203693564981222,0.0395314879715442
0.026328885741531822,0.007660405082603977,0.0144477831199765,0.0350110828876495
0.023532110266387418,0.00758383601540161,0.012004311196506,0.0328994840383529
0.02196755260229106,0.00747132142651113,0.0107686053961515,0.0316204503178596
0.0209161683917045,0.007370253029263236,0.0099991876631975,0.0307084657251834
0.020108765177428697,0.007290403772644397,0.0094239087775349,0.0299811977893114
0.0194315697997808,0.007225525130888098,0.0089424941688776,0.0293527767062187
0.01883498057723042,0.007168616998473247,0.0085145253688097,0.0287787299603223
0.018291544914245582,0.007114147787467445,0.0081224180757999,0.0282349810004234
0.01778470696881408,0.007058705954744767,0.0077580329962074,0.0277082677930593
0.01730684433132406,0.007000570658424288,0.0074166068807244,0.0271912589669227
0.01685185153037306,0.0069391934179868055,0.0070944996550679,0.0266800224781036
0.01641618460416788,0.006874149879174392,0.0067899711430072,0.0261725075542926
0.01599846221506592,0.006805255197701594,0.0065016439184546,0.025667829439044
0.01559553612023588,0.006732816407051987,0.0062283715233206,0.0251657962799072
0.01520636593922966,0.0066571176766367654,0.0059691960923373,0.0246666260063648
