Mean,Std,Min,Max
2.2259294033050536,0.12207938217597171,2.095256328582764,2.3578548431396484
0.4194478690624237,0.017528378823592476,0.401872456073761,0.4401895105838775
0.14829605221748346,0.01212983685415417,0.1320879012346267,0.1605193614959716
0.07677815109491345,0.00612007967235083,0.0668791458010673,0.0818114951252937
0.05322665199637409,0.005896273012596278,0.0461611896753311,0.0620686411857605
0.0437772117555141,0.0066862991573557705,0.0373018309473991,0.054373487830162
0.03902856484055514,0.007060223760750711,0.0322589948773384,0.0501287840306758
0.03605148084461686,0.007165497605968372,0.028787437826395,0.0471385493874549
0.03385561592876905,0.007154318813930879,0.0261499360203742,0.0447372496128082
0.032070020958781184,0.007090349344545646,0.0240471623837947,0.0426851026713848
0.03054180890321726,0.006989809730831953,0.0223455764353275,0.0408725924789905
0.029190810397267303,0.006867130009568603,0.0209271796047687,0.0392374582588672
0.02797425091266626,0.00672519967103113,0.0197308659553527,0.0377389192581176
0.0268653646111488,0.006566539840228987,0.0187109876424074,0.0363482907414436
0.0258485089987516,0.006398473361013686,0.0178322829306125,0.0350572988390922
0.024913701042532883,0.0062238056857051895,0.0170704722404479,0.0338535532355308
0.02404861338436598,0.006042597494224959,0.0164065845310688,0.032719787210226
0.02324853204190726,0.005854384830227704,0.0158252045512199,0.0316390618681907
0.02250235360115762,0.005659011566152943,0.0153132798150181,0.0306009948253631
0.021807658672332718,0.005468719500646764,0.0148598831146955,0.029625479131937
