Repetion, Time(min), MSE
0, 0.10223967631657918, 0.03383040428161621
1, 0.10460642178853354, 0.05721726268529892
2, 0.10338585376739502, 0.06011778116226196
3, 0.10060778856277466, 0.047212839126586914
4, 0.09127689997355143, 0.05881233140826225
Mean, 0.10042332808176675, 0.05143812373280525
Std, 0.004759519410938679, 0.009909577723001602
