Repetion,Time (min),MSE
0,0.09320179621378581,0.024034103378653526
1,0.08721554279327393,0.0344119556248188
2,0.08526015281677246,0.03147359564900398
3,0.08611871004104614,0.024370914325118065
4,0.08527294397354127,0.027335654944181442
Mean,0.08741382916768392,0.028325244784355164
Std,0.002981238829889201,0.004049446234207953
