Mean,Std,Min,Max
4.731322193145752,0.44109010484643707,4.02622652053833,5.1869072914123535
0.34153244495391843,0.05046971285268931,0.2903018891811371,0.4176369905471802
0.0929209321737289,0.022895940889827274,0.0616201311349868,0.118106298148632
0.06644274741411206,0.008562202168879061,0.0606414228677749,0.0811401978135109
0.05897393375635144,0.008132688866352393,0.046426922082901,0.0666267573833465
0.06061594113707538,0.008082908224884559,0.0479841455817222,0.069452166557312
0.060470903664827304,0.003772592816594176,0.0557816177606582,0.0644889548420906
0.06059124097228047,0.009849417874283383,0.0491303391754627,0.0750215053558349
0.06117274463176724,0.0034306277073261177,0.0565327294170856,0.0649972334504127
0.05577765852212903,0.009297934233215085,0.0410435274243354,0.0658474713563919
0.057123472541570616,0.009358257761140538,0.0445157177746295,0.0707719251513481
0.05635523796081539,0.009162952144055712,0.0410060174763202,0.0650172904133796
0.054575745761394456,0.009230524575545327,0.0443612709641456,0.066930316388607
0.053288443386554675,0.005036467380379519,0.0486790984869003,0.0611484535038471
0.051455835253000216,0.006795998932174666,0.0438188500702381,0.0616449229419231
0.05472839251160616,0.00630723497236216,0.0479080937802791,0.0619074627757072
0.0507562272250652,0.0072258279040566375,0.0405551232397556,0.0606669485569
0.051346326619386616,0.005270099055912385,0.045520219951868,0.058772724121809
0.05324970334768292,0.010439818893389328,0.0364598482847213,0.0632587522268295
0.05517035797238344,0.013777246517056642,0.0370686948299407,0.0738501921296119
