Repetion,Time (min),MSE
0,0.08044826984405518,0.03342195600271225
1,0.11895633935928344,0.02623097598552704
2,0.08086635669072469,0.03755423054099083
3,0.0950815478960673,0.0388694666326046
4,0.08076764742533366,0.035996194928884506
Mean,0.09122403224309286,0.034414564818143846
Std,0.014944535901695729,0.004475748055391647
