Repetion, Time(min), MSE
0, 0.060205634435017905, 0.028500910848379135
1, 0.05958002805709839, 0.04441008344292641
2, 0.06693872610727945, 0.03886891156435013
3, 0.05876478354136149, 0.03756711632013321
4, 0.062340521812438966, 0.041948191821575165
Mean, 0.06156593879063924, 0.03825904279947281
Std, 0.002936241220321715, 0.005431702547872745
