Repetion,Time (min),MSE
0,0.11741242408752442,0.036096636205911636
1,0.13123991092046103,0.03651032596826553
2,0.0800461729367574,0.03901571035385132
3,0.05999764204025269,0.020552722737193108
4,0.06960254112879435,0.02495131827890873
Mean,0.091659738222758,0.03142534270882606
Std,0.0277621111480871,0.007285857204722834
