Repetion, Time(min), MSE
0, 0.06025518178939819, 0.04688626527786255
1, 0.05963276624679566, 0.05551450327038765
2, 0.06690920988718668, 0.04729960858821869
3, 0.059409757455190025, 0.0337165929377079
4, 0.05890082120895386, 0.03908126428723335
Mean, 0.061021547317504886, 0.04449964687228203
Std, 0.002975766970285594, 0.007489938804681229
