Repetion,Time (min),MSE
0,0.09120813210805258,0.07539671659469604
1,0.083656112353007,0.06420828402042389
2,0.08561385869979858,0.08124560862779617
3,0.09481407006581624,0.06653328984975815
4,0.08519486586252849,0.08445482701063156
Mean,0.08809740781784058,0.07436774522066117
Std,0.00422156437338392,0.00793355341585522
