Mean,Std,Min,Max
2.363037896156311,0.37168528907115345,1.9405163526535036,2.938732385635376
0.4138896405696869,0.05035237857140948,0.3262101113796234,0.4503115713596344
0.1462060138583183,0.02374038775832549,0.1067594066262245,0.168985366821289
0.0781840100884437,0.01034834574750655,0.0637929216027259,0.0916458964347839
0.055132400244474355,0.011800369710265608,0.0349711626768112,0.064865231513977
0.04529006406664842,0.012540393005756495,0.0238444171845912,0.0551014840602874
0.04003083296120162,0.012293334103252061,0.0188956093043088,0.049712635576725
0.0366489633917808,0.01176816992451062,0.0162781365215778,0.0454354546964168
0.03415073379874226,0.011211517860822778,0.0146254263818264,0.0419414490461349
0.03214933332055804,0.010696480132640091,0.0134245445951819,0.0390387177467346
0.030455058254301483,0.010235903320794848,0.0124674485996365,0.0365961007773876
0.028970368020236458,0.009822520752172246,0.011660941876471,0.0345194786787033
0.02764160409569736,0.009449859321730484,0.0109583511948585,0.0333265364170074
0.0264354452490806,0.00911248776678948,0.010333627462387,0.0321930348873138
0.02532980665564532,0.008806270092529302,0.009770767763257,0.031106686219573
0.0243092710152268,0.008528046244538902,0.0092591037973761,0.0300602782517671
0.023362608626484822,0.008275283628180911,0.0087910406291484,0.0290487706661224
0.02248128373175856,0.00804579308052607,0.0083608916029334,0.0280685890465974
0.0216585528105497,0.007837588531066465,0.0079641807824373,0.0271171685308218
0.020888884458690818,0.007648805304516611,0.0075972811318933,0.02619269490242
