Mean,Std,Min,Max
2.74536509513855,0.15989696923201682,2.5182318687438965,2.951030731201172
0.3689582169055939,0.030661353847893896,0.3169283270835876,0.3936635255813598
0.11525553911924358,0.018172990845332204,0.0839480832219123,0.1305798590183258
0.06676618456840511,0.013463207025689466,0.044150985777378,0.0789512023329734
0.053244081139564484,0.011391034513206805,0.0347638688981533,0.062673419713974
0.04749108478426926,0.010650423306254897,0.0310115106403827,0.0581684559583663
0.044123884290456716,0.010439521187364811,0.028648629784584,0.0554740391671657
0.04178623110055922,0.010413535787624054,0.0268428027629852,0.0534233935177326
0.040015183389186804,0.010447434151500954,0.0253756120800972,0.0517147742211818
0.038591183349490105,0.010495371107963804,0.0241485778242349,0.0502359978854656
0.03739136494696134,0.010543679246926639,0.0231037121266126,0.0489270389080047
0.0363466396927833,0.010584729193399527,0.0222004428505897,0.0477479323744773
0.03541340716183182,0.010615197196221374,0.0214088056236505,0.0466693416237831
0.03456254862248892,0.010634017300682275,0.0207062419503927,0.0456687100231647
0.03377310819923875,0.010641953929044018,0.0200754757970571,0.0447282828390598
0.033031818643212266,0.010640235923172243,0.0195030402392148,0.0438337996602058
0.03232985660433764,0.010630469047427298,0.0189787652343511,0.042973693460226
0.031657974049448936,0.010609846759318715,0.0184945259243249,0.0421384759247303
0.031014186143875085,0.010576198308960769,0.0180438011884689,0.0413203164935112
0.03038848787546152,0.01053441979769087,0.0176213663071393,0.0405126921832561
