Mean,Std,Min,Max
2.360512113571167,0.2395966723278856,2.125244617462158,2.727431535720825
0.4118806540966034,0.01756022247236923,0.3958951532840729,0.432932049036026
0.1301758289337158,0.012425630062096361,0.1181407570838928,0.1509636491537094
0.05962931588292118,0.010268741628689486,0.0502697303891181,0.0765179619193077
0.03798815459012982,0.009285851898507738,0.0294251516461372,0.0517699569463729
0.030049629881977978,0.00902621136196904,0.0209706295281648,0.0418834052979946
0.026457128673791862,0.008915842617572403,0.0173830073326826,0.0371032804250717
0.024431395530700662,0.008824903236633314,0.0155395995825529,0.0343351364135742
0.02305918596684928,0.008748087827139442,0.0143776722252368,0.03251713514328
0.02201085798442358,0.00867749862519795,0.0135178491473197,0.0316388085484504
0.02114362046122546,0.008611914864808513,0.0128270406275987,0.0308480616658926
0.02039405144751068,0.008546459096035868,0.0122451828792691,0.0301209669560194
0.0197272645309567,0.008478787923919057,0.0117405783385038,0.0294450763612985
0.019121875427663283,0.00840806675444943,0.0112939458340406,0.0288122612982988
0.01856535319238898,0.008334743750118171,0.0108923427760601,0.0282204411923885
0.01805006638169282,0.008260749271770193,0.0105265583842992,0.0276721809059381
0.01756656467914578,0.008181763273969911,0.0101898033171892,0.0271486397832632
0.01711152400821442,0.00809668421090515,0.009876986965537,0.0266465805470943
0.01667984127998346,0.008008474061711457,0.0095842238515615,0.0261664614081382
0.016268698871135658,0.007915347440550734,0.009312305599451,0.0257019568234682
