Repetion,Time (min),MSE
0,0.05816540320714315,0.026519620791077614
1,0.06726993719736735,0.0368153415620327
2,0.06022271712621053,0.03135800361633301
3,0.0638658046722412,0.027019649744033813
4,0.06274613936742147,0.04022850841283798
Mean,0.06245400031407674,0.032388224825263025
Std,0.003119053530996663,0.005392455410789507
