Repetion, Time(min), MSE
0, 0.06031967401504516, 0.03307604044675827
1, 0.06736447016398112, 0.053124140948057175
2, 0.05794188181559245, 0.039245329797267914
3, 0.05921233097712199, 0.048776622861623764
4, 0.06709742943445841, 0.040513791143894196
Mean, 0.06238715728123982, 0.04294718503952026
Std, 0.004026780112518906, 0.007136069093599794
