Model,Function,Dim,Run,N_samples,MSE,MAE,TIME
SESM,Styblinski_Tang,2,1,1024,1.1991826295852661,0.5545267462730408,33.33407139778137
SESM,Styblinski_Tang,2,2,1024,1.3749858140945435,0.5500520467758179,32.975329637527466
SESM,Styblinski_Tang,2,3,1024,1.577446699142456,0.5276660919189453,36.21150755882263
SESM,Styblinski_Tang,2,4,1024,1.182434320449829,0.5244400501251221,36.91712403297424
SESM,Styblinski_Tang,2,5,1024,0.8987913131713867,0.51382976770401,37.04484415054321
SESM,Styblinski_Tang,2,6,1024,0.9793679714202881,0.5329791903495789,35.82062888145447
SESM,Styblinski_Tang,2,7,1024,1.3197184801101685,0.5409640669822693,33.8731427192688
SESM,Styblinski_Tang,2,8,1024,0.9307228326797485,0.46193477511405945,33.620614767074585
SESM,Styblinski_Tang,2,9,1024,0.6837033629417419,0.4752174913883209,33.565147399902344
SESM,Styblinski_Tang,2,10,1024,0.8634518384933472,0.47326287627220154,33.36259388923645
SESM,Styblinski_Tang,2,11,1024,0.933081865310669,0.5084107518196106,33.143330097198486
SESM,Styblinski_Tang,2,12,1024,1.407711148262024,0.5698900818824768,33.58578586578369
SESM,Styblinski_Tang,2,13,1024,0.9788908362388611,0.4882349967956543,33.40953326225281
SESM,Styblinski_Tang,2,14,1024,1.809230089187622,0.6096420288085938,33.70307230949402
SESM,Styblinski_Tang,2,15,1024,1.6749203205108643,0.6187006831169128,33.64955806732178
SESM,Styblinski_Tang,2,16,1024,1.2237861156463623,0.5529100894927979,34.06985020637512
SESM,Styblinski_Tang,2,17,1024,0.7604305744171143,0.47806787490844727,33.86567401885986
SESM,Styblinski_Tang,2,18,1024,0.8246700167655945,0.45705050230026245,34.068523645401
SESM,Styblinski_Tang,2,19,1024,0.7782967686653137,0.4291550815105438,34.925469398498535
SESM,Styblinski_Tang,2,20,1024,0.6659367680549622,0.4532606899738312,33.194138050079346
SVR,Styblinski_Tang,2,1,4,3146.9265680382514,37.588986886761745,0.0006673336029052734
SVR,Styblinski_Tang,2,2,4,3535.3207890018493,39.625818935243,0.0006616115570068359
SVR,Styblinski_Tang,2,3,4,2759.420965919569,37.16571731062446,0.0006568431854248047
SVR,Styblinski_Tang,2,4,4,3346.4633022789462,51.347043258271725,0.0007369518280029297
SVR,Styblinski_Tang,2,5,4,7230.339054167184,77.35963202202207,0.0007212162017822266
SVR,Styblinski_Tang,2,6,4,3062.525521938798,37.279806280675714,0.0006690025329589844
SVR,Styblinski_Tang,2,7,4,2927.8892100210396,36.97115750287819,0.00069427490234375
SVR,Styblinski_Tang,2,8,4,4076.4171102181526,43.364280505820005,0.0006358623504638672
SVR,Styblinski_Tang,2,9,4,2668.8022783909337,42.532114554239485,0.0006959438323974609
SVR,Styblinski_Tang,2,10,4,2601.9029447973626,40.111130424593796,0.0006499290466308594
SVR,Styblinski_Tang,2,11,4,2817.24022395183,36.979489652002535,0.0006802082061767578
SVR,Styblinski_Tang,2,12,4,3051.2452734186536,37.245256477841096,0.0006496906280517578
SVR,Styblinski_Tang,2,13,4,3688.8678975054995,40.582399980865716,0.0008006095886230469
SVR,Styblinski_Tang,2,14,4,3341.243820190569,51.32528354286856,0.0007143020629882812
SVR,Styblinski_Tang,2,15,4,2632.6351385799335,41.37651434441359,0.0006628036499023438
SVR,Styblinski_Tang,2,16,4,2869.113062838683,36.96118840403923,0.0006291866302490234
SVR,Styblinski_Tang,2,17,4,2708.885674135276,37.269940010435626,0.0007538795471191406
SVR,Styblinski_Tang,2,18,4,2646.721925381185,38.12053789908148,0.0007061958312988281
SVR,Styblinski_Tang,2,19,4,2608.9860882423986,40.12926804525432,0.0006766319274902344
SVR,Styblinski_Tang,2,20,4,2824.8753046962165,45.359195099400075,0.0006504058837890625
SVR,Styblinski_Tang,2,1,16,2894.945847040249,36.889447685079425,0.0007395744323730469
SVR,Styblinski_Tang,2,2,16,2749.208479477276,37.09602122048162,0.0007245540618896484
SVR,Styblinski_Tang,2,3,16,2686.9040400448525,37.4316661105277,0.0007159709930419922
SVR,Styblinski_Tang,2,4,16,2986.4040876429017,37.05180879216875,0.0007171630859375
SVR,Styblinski_Tang,2,5,16,2635.0911530992416,42.10682978341334,0.0007159709930419922
SVR,Styblinski_Tang,2,6,16,2616.080414015459,37.836615959767954,0.0006878376007080078
SVR,Styblinski_Tang,2,7,16,3626.103146811968,40.09664050834737,0.0006470680236816406
SVR,Styblinski_Tang,2,8,16,3102.214942977294,37.38513515741938,0.0006957054138183594
SVR,Styblinski_Tang,2,9,16,2825.5132226838714,36.928946242510236,0.0007941722869873047
SVR,Styblinski_Tang,2,10,16,2618.92232795896,38.08987524583167,0.0008060932159423828
SVR,Styblinski_Tang,2,11,16,2600.1364413791157,40.6467561746774,0.0008060932159423828
SVR,Styblinski_Tang,2,12,16,3225.6531820654754,37.91124778245401,0.0006821155548095703
SVR,Styblinski_Tang,2,13,16,3284.611582721748,38.175643810777416,0.0009059906005859375
SVR,Styblinski_Tang,2,14,16,2598.4504459478608,39.09596881476793,0.0006718635559082031
SVR,Styblinski_Tang,2,15,16,2816.806132388817,36.882357472231256,0.0008575916290283203
SVR,Styblinski_Tang,2,16,16,2616.3531417833387,38.22560305324547,0.0008275508880615234
SVR,Styblinski_Tang,2,17,16,2584.4311131192517,38.82844400606096,0.0006680488586425781
SVR,Styblinski_Tang,2,18,16,2649.7174986254595,37.9429269641983,0.0007174015045166016
SVR,Styblinski_Tang,2,19,16,3124.390534776086,37.43334076399087,0.00069427490234375
SVR,Styblinski_Tang,2,20,16,2603.5311862623416,38.067902221983715,0.0007126331329345703
SVR,Styblinski_Tang,2,1,64,2923.5555110906616,36.7129980293905,0.0008318424224853516
SVR,Styblinski_Tang,2,2,64,3021.8473715039113,36.96492516616267,0.0008337497711181641
SVR,Styblinski_Tang,2,3,64,2961.6262775779574,36.91496715397185,0.0008668899536132812
SVR,Styblinski_Tang,2,4,64,2979.5933810018378,36.856039518938864,0.0008466243743896484
SVR,Styblinski_Tang,2,5,64,2648.8381262009098,37.18024472200935,0.0008673667907714844
SVR,Styblinski_Tang,2,6,64,2827.5267847525074,36.47262095005011,0.0009062290191650391
SVR,Styblinski_Tang,2,7,64,3132.8837420472514,37.25917191259535,0.0008237361907958984
SVR,Styblinski_Tang,2,8,64,3115.0479839746413,37.28791968675354,0.0008158683776855469
SVR,Styblinski_Tang,2,9,64,2745.8180337780186,36.755514759030426,0.0008106231689453125
SVR,Styblinski_Tang,2,10,64,2719.1827286564553,36.57583786353726,0.0008709430694580078
SVR,Styblinski_Tang,2,11,64,2893.7564792256117,36.64794902566109,0.0008139610290527344
SVR,Styblinski_Tang,2,12,64,2999.604072639415,36.92837334544135,0.0008268356323242188
SVR,Styblinski_Tang,2,13,64,3026.4581448397216,36.90599703326853,0.0007696151733398438
SVR,Styblinski_Tang,2,14,64,2868.3742438934005,36.79727141035305,0.0008060932159423828
SVR,Styblinski_Tang,2,15,64,2779.744335507326,36.549590543873514,0.0008065700531005859
SVR,Styblinski_Tang,2,16,64,2623.0581325476883,36.97149038478632,0.0008187294006347656
SVR,Styblinski_Tang,2,17,64,2576.6576624638064,37.37467403949122,0.0008304119110107422
SVR,Styblinski_Tang,2,18,64,3121.8967635018066,37.38735403695174,0.0008492469787597656
SVR,Styblinski_Tang,2,19,64,3035.2712836994992,36.942261626317354,0.0008146762847900391
SVR,Styblinski_Tang,2,20,64,2901.463672365521,36.63053806247004,0.000823974609375
SVR,Styblinski_Tang,2,1,256,2726.4848555130525,35.74988710327765,0.002585887908935547
SVR,Styblinski_Tang,2,2,256,2858.1874212503353,36.101527098825215,0.0029828548431396484
SVR,Styblinski_Tang,2,3,256,2846.5692702582032,36.16943275040389,0.002787351608276367
SVR,Styblinski_Tang,2,4,256,2708.9118618161456,35.83423379617878,0.0029213428497314453
SVR,Styblinski_Tang,2,5,256,2557.4938070155727,35.90207475471272,0.0028138160705566406
SVR,Styblinski_Tang,2,6,256,2546.184972775843,35.60729839781157,0.0028154850006103516
SVR,Styblinski_Tang,2,7,256,2821.1147369216183,35.937923204534044,0.0029609203338623047
SVR,Styblinski_Tang,2,8,256,2720.414495653066,35.730445158780434,0.0027093887329101562
SVR,Styblinski_Tang,2,9,256,2679.4556737631297,35.801832447640734,0.0026955604553222656
SVR,Styblinski_Tang,2,10,256,2638.3015253661915,36.04397525455103,0.0027587413787841797
SVR,Styblinski_Tang,2,11,256,2758.230952052634,35.83113944766675,0.0026421546936035156
SVR,Styblinski_Tang,2,12,256,2695.9184740267774,35.85583038090392,0.002704143524169922
SVR,Styblinski_Tang,2,13,256,2843.977126510288,35.99146082301084,0.002669811248779297
SVR,Styblinski_Tang,2,14,256,2743.2717360408624,36.019454516521705,0.0027904510498046875
SVR,Styblinski_Tang,2,15,256,2762.5285327836605,35.755205055176866,0.002825498580932617
SVR,Styblinski_Tang,2,16,256,2698.0956408970565,35.82156823478958,0.002663135528564453
SVR,Styblinski_Tang,2,17,256,2649.5987248318447,35.95759909828689,0.0029213428497314453
SVR,Styblinski_Tang,2,18,256,2746.8684546315403,35.86942800273207,0.002832651138305664
SVR,Styblinski_Tang,2,19,256,2678.907885851993,35.496003823916034,0.0027587413787841797
SVR,Styblinski_Tang,2,20,256,2662.4245034500955,35.619880941825905,0.0028350353240966797
SVR,Styblinski_Tang,2,1,1024,2304.3397887273945,33.555094975217784,0.03266167640686035
SVR,Styblinski_Tang,2,2,1024,2433.805094663225,33.969230768326284,0.03244614601135254
SVR,Styblinski_Tang,2,3,1024,2442.0612915581196,34.01129298518525,0.0335078239440918
SVR,Styblinski_Tang,2,4,1024,2389.357889992818,33.91464019074726,0.03217005729675293
SVR,Styblinski_Tang,2,5,1024,2348.0492358247475,33.785873102651315,0.032747507095336914
SVR,Styblinski_Tang,2,6,1024,2394.3548542466774,33.77408255652407,0.03294491767883301
SVR,Styblinski_Tang,2,7,1024,2452.9873053085053,33.933774397342084,0.03456830978393555
SVR,Styblinski_Tang,2,8,1024,2453.657710417441,33.95621545561873,0.03250741958618164
SVR,Styblinski_Tang,2,9,1024,2250.33598083832,33.45816503735093,0.03295159339904785
SVR,Styblinski_Tang,2,10,1024,2433.0244132773632,33.97131632928483,0.03226161003112793
SVR,Styblinski_Tang,2,11,1024,2377.1161285787357,33.73782959037653,0.0314786434173584
SVR,Styblinski_Tang,2,12,1024,2439.5838471196553,34.04671263024046,0.03268289566040039
SVR,Styblinski_Tang,2,13,1024,2557.9259729394726,34.37914094129769,0.03181791305541992
SVR,Styblinski_Tang,2,14,1024,2437.1002782541636,34.0490574598531,0.03186964988708496
SVR,Styblinski_Tang,2,15,1024,2337.094394946822,33.72217701411756,0.03264927864074707
SVR,Styblinski_Tang,2,16,1024,2404.414607646373,34.05719367941867,0.03244376182556152
SVR,Styblinski_Tang,2,17,1024,2435.8094775855666,34.0219532629867,0.03300118446350098
SVR,Styblinski_Tang,2,18,1024,2327.0056312302945,33.641270740423145,0.03302597999572754
SVR,Styblinski_Tang,2,19,1024,2378.1976101447353,33.82730772801597,0.03263425827026367
SVR,Styblinski_Tang,2,20,1024,2318.3139062469118,33.57123186349491,0.03279757499694824
NN,Styblinski_Tang,3,1,8,5733.49755859375,56.196964263916016,3.3518030643463135
NN,Styblinski_Tang,3,2,8,5982.2080078125,58.4577751159668,1.1993601322174072
NN,Styblinski_Tang,3,3,8,9039.984375,72.65813446044922,1.2083816528320312
NN,Styblinski_Tang,3,4,8,13490.845703125,94.91741180419922,1.7964110374450684
NN,Styblinski_Tang,3,5,8,8596.171875,73.50614166259766,1.9005773067474365
NN,Styblinski_Tang,3,6,8,4586.353515625,54.66950988769531,1.2048749923706055
NN,Styblinski_Tang,3,7,8,7494.70947265625,65.72003936767578,2.3628201484680176
NN,Styblinski_Tang,3,8,8,4866.1083984375,50.45768356323242,1.8617982864379883
NN,Styblinski_Tang,3,9,8,6026.35888671875,58.926551818847656,1.7562391757965088
NN,Styblinski_Tang,3,10,8,5160.5888671875,53.45227813720703,2.4083750247955322
NN,Styblinski_Tang,3,11,8,5701.65576171875,58.89943313598633,1.1846599578857422
NN,Styblinski_Tang,3,12,8,4306.380859375,46.11851501464844,2.1985177993774414
NN,Styblinski_Tang,3,13,8,4664.873046875,50.04229736328125,1.1915290355682373
NN,Styblinski_Tang,3,14,8,8692.5029296875,69.49829864501953,1.19102144241333
NN,Styblinski_Tang,3,15,8,5649.67138671875,55.12500762939453,1.1906764507293701
NN,Styblinski_Tang,3,16,8,7578.54833984375,67.29544067382812,1.1931304931640625
NN,Styblinski_Tang,3,17,8,7621.04931640625,69.00628662109375,2.4127063751220703
NN,Styblinski_Tang,3,18,8,5731.78369140625,57.402488708496094,2.775153875350952
NN,Styblinski_Tang,3,19,8,8089.5947265625,70.80847930908203,2.7844841480255127
NN,Styblinski_Tang,3,20,8,8349.3154296875,71.19491577148438,1.1918494701385498
NN,Styblinski_Tang,3,1,64,3373.072265625,38.67028045654297,1.7123970985412598
NN,Styblinski_Tang,3,2,64,3248.15576171875,38.39369583129883,2.417506456375122
NN,Styblinski_Tang,3,3,64,3363.364501953125,40.638797760009766,2.8141961097717285
NN,Styblinski_Tang,3,4,64,3413.9228515625,40.133296966552734,1.8460357189178467
NN,Styblinski_Tang,3,5,64,4203.94921875,45.397586822509766,2.8344180583953857
NN,Styblinski_Tang,3,6,64,3318.27099609375,40.53914260864258,1.9453744888305664
NN,Styblinski_Tang,3,7,64,4321.958984375,43.1309814453125,1.9263949394226074
NN,Styblinski_Tang,3,8,64,4151.25634765625,45.11376190185547,1.9697279930114746
NN,Styblinski_Tang,3,9,64,3725.602294921875,41.24355697631836,2.3394460678100586
NN,Styblinski_Tang,3,10,64,3271.046630859375,38.643062591552734,2.3374054431915283
NN,Styblinski_Tang,3,11,64,3889.1328125,43.50885772705078,1.951021671295166
NN,Styblinski_Tang,3,12,64,3448.014404296875,40.495967864990234,2.221430540084839
NN,Styblinski_Tang,3,13,64,3135.082275390625,37.713191986083984,2.3420250415802
NN,Styblinski_Tang,3,14,64,4200.11376953125,47.305763244628906,2.353189706802368
NN,Styblinski_Tang,3,15,64,3373.1220703125,41.3198356628418,1.1898596286773682
NN,Styblinski_Tang,3,16,64,3591.550048828125,41.82252883911133,1.5685303211212158
NN,Styblinski_Tang,3,17,64,2432.076904296875,33.7885627746582,1.5606319904327393
NN,Styblinski_Tang,3,18,64,2550.910400390625,33.34355545043945,1.2534050941467285
NN,Styblinski_Tang,3,19,64,2396.630859375,33.07297134399414,1.2120704650878906
NN,Styblinski_Tang,3,20,64,4723.9384765625,46.45247268676758,1.1999752521514893
NN,Styblinski_Tang,3,1,512,346.84503173828125,10.929251670837402,1.2467172145843506
NN,Styblinski_Tang,3,2,512,279.8480529785156,8.683428764343262,1.252279281616211
NN,Styblinski_Tang,3,3,512,245.78555297851562,8.124034881591797,1.2436747550964355
NN,Styblinski_Tang,3,4,512,260.1753845214844,8.554448127746582,1.2461414337158203
NN,Styblinski_Tang,3,5,512,313.8372802734375,9.823637962341309,1.2439143657684326
NN,Styblinski_Tang,3,6,512,237.4633026123047,9.015660285949707,1.2467880249023438
NN,Styblinski_Tang,3,7,512,404.357421875,10.335803985595703,1.242783546447754
NN,Styblinski_Tang,3,8,512,216.8002471923828,8.366665840148926,1.2405638694763184
NN,Styblinski_Tang,3,9,512,223.3422088623047,9.203337669372559,1.2383663654327393
NN,Styblinski_Tang,3,10,512,237.7736358642578,8.682588577270508,1.2345881462097168
NN,Styblinski_Tang,3,11,512,309.1972351074219,10.193103790283203,1.8287620544433594
NN,Styblinski_Tang,3,12,512,350.87286376953125,9.59585952758789,1.2207212448120117
NN,Styblinski_Tang,3,13,512,292.332275390625,10.063785552978516,1.227670431137085
NN,Styblinski_Tang,3,14,512,221.10044860839844,8.755396842956543,1.230565071105957
NN,Styblinski_Tang,3,15,512,215.8387908935547,8.957381248474121,1.219228982925415
NN,Styblinski_Tang,3,16,512,357.65069580078125,10.360383033752441,1.9035258293151855
NN,Styblinski_Tang,3,17,512,135.14942932128906,6.672705173492432,1.7866733074188232
NN,Styblinski_Tang,3,18,512,223.60186767578125,8.3646879196167,1.791609287261963
NN,Styblinski_Tang,3,19,512,205.17996215820312,7.9821457862854,2.3615994453430176
NN,Styblinski_Tang,3,20,512,156.123046875,7.804765224456787,1.7983107566833496
NN,Styblinski_Tang,3,1,4096,73.7599868774414,5.636842727661133,3.146855592727661
NN,Styblinski_Tang,3,2,4096,76.30741119384766,6.140282154083252,2.1345183849334717
NN,Styblinski_Tang,3,3,4096,80.57588195800781,5.770516872406006,2.1342196464538574
NN,Styblinski_Tang,3,4,4096,102.11016845703125,7.497165203094482,1.4890670776367188
NN,Styblinski_Tang,3,5,4096,94.90512084960938,6.540389537811279,2.179415702819824
NN,Styblinski_Tang,3,6,4096,107.64883422851562,6.321148872375488,2.7583539485931396
NN,Styblinski_Tang,3,7,4096,80.93645477294922,5.638213157653809,2.7328786849975586
NN,Styblinski_Tang,3,8,4096,100.55644989013672,6.491971015930176,2.769453763961792
NN,Styblinski_Tang,3,9,4096,90.43589782714844,5.988257884979248,2.686964511871338
NN,Styblinski_Tang,3,10,4096,106.3750228881836,6.690302848815918,2.7613394260406494
NN,Styblinski_Tang,3,11,4096,67.84855651855469,5.183909893035889,2.114445447921753
NN,Styblinski_Tang,3,12,4096,90.40503692626953,6.074204921722412,1.453202247619629
NN,Styblinski_Tang,3,13,4096,97.16932678222656,6.568342685699463,1.4626517295837402
NN,Styblinski_Tang,3,14,4096,96.12590026855469,6.179007053375244,2.1357665061950684
NN,Styblinski_Tang,3,15,4096,64.55450439453125,5.30433988571167,2.4548985958099365
NN,Styblinski_Tang,3,16,4096,94.88299560546875,6.424832820892334,2.118924140930176
NN,Styblinski_Tang,3,17,4096,78.21478271484375,5.723916053771973,2.0984413623809814
NN,Styblinski_Tang,3,18,4096,95.4017105102539,6.216174602508545,2.155524969100952
NN,Styblinski_Tang,3,19,4096,84.52808380126953,6.0045671463012695,2.183479070663452
NN,Styblinski_Tang,3,20,4096,86.24113464355469,6.123693466186523,2.049190044403076
NN,Styblinski_Tang,3,1,32768,79.3346939086914,6.087657928466797,3.0507869720458984
NN,Styblinski_Tang,3,2,32768,94.70684814453125,6.829364776611328,4.43683385848999
NN,Styblinski_Tang,3,3,32768,76.85018920898438,5.7195844650268555,3.2052175998687744
NN,Styblinski_Tang,3,4,32768,80.42280578613281,6.086839199066162,4.175656795501709
NN,Styblinski_Tang,3,5,32768,83.46186828613281,5.972012042999268,3.766730308532715
NN,Styblinski_Tang,3,6,32768,91.39625549316406,6.452056884765625,4.670107841491699
NN,Styblinski_Tang,3,7,32768,71.29698181152344,5.684844970703125,3.8861162662506104
NN,Styblinski_Tang,3,8,32768,76.227783203125,5.856338024139404,4.002859830856323
NN,Styblinski_Tang,3,9,32768,82.13905334472656,6.180091857910156,3.8693625926971436
NN,Styblinski_Tang,3,10,32768,81.9290771484375,6.02018404006958,3.9751505851745605
NN,Styblinski_Tang,3,11,32768,74.2625732421875,6.04727029800415,3.537904977798462
NN,Styblinski_Tang,3,12,32768,73.11540222167969,5.910421371459961,4.291801929473877
NN,Styblinski_Tang,3,13,32768,77.86029052734375,5.738552570343018,4.19670557975769
NN,Styblinski_Tang,3,14,32768,93.87944030761719,7.028229236602783,4.2471699714660645
NN,Styblinski_Tang,3,15,32768,65.97191619873047,5.566147804260254,3.7866175174713135
NN,Styblinski_Tang,3,16,32768,78.25504302978516,5.6289238929748535,4.101845979690552
NN,Styblinski_Tang,3,17,32768,80.2540512084961,5.856918811798096,4.201403856277466
NN,Styblinski_Tang,3,18,32768,87.16415405273438,6.0954670906066895,3.993089437484741
NN,Styblinski_Tang,3,19,32768,61.020809173583984,5.158032417297363,1.6258373260498047
NN,Styblinski_Tang,3,20,32768,83.4433364868164,5.907495021820068,1.0081758499145508
PF,Styblinski_Tang,3,1,8,6991.221108789985,58.05727865192102,0.0016503334045410156
PF,Styblinski_Tang,3,2,8,16552.624714565354,90.0639541696457,0.0016353130340576172
PF,Styblinski_Tang,3,3,8,20224.982449450323,98.1586173794789,0.0015766620635986328
PF,Styblinski_Tang,3,4,8,5067.110925144745,52.31285692076424,0.0017261505126953125
PF,Styblinski_Tang,3,5,8,7955.161080807672,67.64644121910837,0.0017840862274169922
PF,Styblinski_Tang,3,6,8,5966.044388138675,63.15932371880904,0.002930164337158203
PF,Styblinski_Tang,3,7,8,11367.325304470352,73.71725182516349,0.0015006065368652344
PF,Styblinski_Tang,3,8,8,8169.347467992736,61.27107788958692,0.0026640892028808594
PF,Styblinski_Tang,3,9,8,5850.288421530848,57.377779023336615,0.0014858245849609375
PF,Styblinski_Tang,3,10,8,10971.87819559047,72.0523438582788,0.0016295909881591797
PF,Styblinski_Tang,3,11,8,21126.197502876756,96.46289817391045,0.0018496513366699219
PF,Styblinski_Tang,3,12,8,129043.67272913345,214.27776245045226,0.0020751953125
PF,Styblinski_Tang,3,13,8,6931.519504917547,60.47821331888948,0.0017919540405273438
PF,Styblinski_Tang,3,14,8,17769.656560547905,84.27270787606916,0.0014810562133789062
PF,Styblinski_Tang,3,15,8,10875.950353516253,81.65575426553023,0.0015332698822021484
PF,Styblinski_Tang,3,16,8,29992.23535406942,112.74890883758026,0.001455545425415039
PF,Styblinski_Tang,3,17,8,7129.37025496708,56.89475712668226,0.0016634464263916016
PF,Styblinski_Tang,3,18,8,121579.81771956314,222.04672334158332,0.0016262531280517578
PF,Styblinski_Tang,3,19,8,6994.6294361620285,60.921224884594366,0.001894235610961914
PF,Styblinski_Tang,3,20,8,21917.74482177681,97.8876154091305,0.001567840576171875
PF,Styblinski_Tang,3,1,64,2713.1906585889724,39.6787296386147,0.0015740394592285156
PF,Styblinski_Tang,3,2,64,3626.198158176357,44.56439445072066,0.0015993118286132812
PF,Styblinski_Tang,3,3,64,3194.851720871149,43.123354624821204,0.0015430450439453125
PF,Styblinski_Tang,3,4,64,2362.136310281417,38.70311833601753,0.0016155242919921875
PF,Styblinski_Tang,3,5,64,3771.249824691127,45.35886962669102,0.001554727554321289
PF,Styblinski_Tang,3,6,64,3071.05361567814,41.82955245347459,0.0016353130340576172
PF,Styblinski_Tang,3,7,64,4927.776349393362,48.855361114927796,0.0015676021575927734
PF,Styblinski_Tang,3,8,64,3173.3133296192036,42.1389901127604,0.0015718936920166016
PF,Styblinski_Tang,3,9,64,3414.5464936925496,43.22892393704042,0.0016684532165527344
PF,Styblinski_Tang,3,10,64,2866.19764023217,40.72838555189694,0.0016028881072998047
PF,Styblinski_Tang,3,11,64,2495.7669323395794,39.55809065821913,0.0015621185302734375
PF,Styblinski_Tang,3,12,64,2867.1718617467996,40.37058546063879,0.0015804767608642578
PF,Styblinski_Tang,3,13,64,3227.8663046604456,42.16197347007599,0.0015783309936523438
PF,Styblinski_Tang,3,14,64,2865.3841614185962,41.18359771423389,0.001598358154296875
PF,Styblinski_Tang,3,15,64,2449.111701469238,38.68364089872354,0.0015327930450439453
PF,Styblinski_Tang,3,16,64,3357.4322379438904,43.479633809462584,0.0015902519226074219
PF,Styblinski_Tang,3,17,64,3727.8610781809266,45.829308823928805,0.0015730857849121094
PF,Styblinski_Tang,3,18,64,3477.9992494344324,42.974638762759746,0.0015680789947509766
PF,Styblinski_Tang,3,19,64,3113.9815294951677,42.783257083407314,0.001546621322631836
PF,Styblinski_Tang,3,20,64,2892.274037522476,40.6484402308713,0.0015087127685546875
PF,Styblinski_Tang,3,1,512,2095.4183189940063,36.52670829678416,0.0018036365509033203
PF,Styblinski_Tang,3,2,512,2203.190059067806,36.80462977016821,0.0018434524536132812
PF,Styblinski_Tang,3,3,512,2049.209127837166,36.19762043763856,0.001882314682006836
PF,Styblinski_Tang,3,4,512,2104.786506873946,36.39868727932318,0.0018763542175292969
PF,Styblinski_Tang,3,5,512,2113.116538686212,36.477041245979024,0.0018186569213867188
PF,Styblinski_Tang,3,6,512,2148.435223455728,36.66248565167094,0.001964569091796875
PF,Styblinski_Tang,3,7,512,2167.1339928545913,36.66180682520367,0.0018792152404785156
PF,Styblinski_Tang,3,8,512,2072.8590084831294,36.32379248871617,0.001917123794555664
PF,Styblinski_Tang,3,9,512,2056.277444462122,36.203426028314425,0.0018095970153808594
PF,Styblinski_Tang,3,10,512,2178.495935623602,36.75286050353977,0.0018312931060791016
PF,Styblinski_Tang,3,11,512,2125.0184095362583,36.44476967289516,0.0019876956939697266
PF,Styblinski_Tang,3,12,512,2272.737214405614,37.20861963274966,0.0018515586853027344
PF,Styblinski_Tang,3,13,512,2152.227378408494,36.50872320560959,0.0018889904022216797
PF,Styblinski_Tang,3,14,512,2208.782982013902,36.93237598218515,0.0018033981323242188
PF,Styblinski_Tang,3,15,512,2099.936940718141,36.42271905150174,0.0018470287322998047
PF,Styblinski_Tang,3,16,512,2094.594177736675,36.33615238859218,0.0018181800842285156
PF,Styblinski_Tang,3,17,512,2112.741489984273,36.33063624067751,0.00189208984375
PF,Styblinski_Tang,3,18,512,2047.714812836973,36.21671628275549,0.0018227100372314453
PF,Styblinski_Tang,3,19,512,2075.2521786242232,36.25499966519204,0.001901388168334961
PF,Styblinski_Tang,3,20,512,2061.977302301991,36.247499505232916,0.00174713134765625
PF,Styblinski_Tang,3,1,4096,2027.128571843564,35.96872804181847,0.004511117935180664
PF,Styblinski_Tang,3,2,4096,2053.4620859974875,36.08068551857017,0.005538463592529297
PF,Styblinski_Tang,3,3,4096,2058.5358031313885,36.10037732278618,0.004914999008178711
PF,Styblinski_Tang,3,4,4096,2056.16268492111,36.06715523150905,0.0050296783447265625
PF,Styblinski_Tang,3,5,4096,2069.3634090272544,36.12099282010477,0.004940986633300781
PF,Styblinski_Tang,3,6,4096,2067.4575064250284,36.09800776027305,0.005327939987182617
PF,Styblinski_Tang,3,7,4096,2054.2588855436443,36.085555903357296,0.0050585269927978516
PF,Styblinski_Tang,3,8,4096,2057.0795854468074,36.079488683156924,0.004742622375488281
PF,Styblinski_Tang,3,9,4096,2051.9729354686256,36.04896287925726,0.005009174346923828
PF,Styblinski_Tang,3,10,4096,2065.6727666421543,36.09951281583354,0.004393339157104492
PF,Styblinski_Tang,3,11,4096,2052.6709494064853,36.029424161391674,0.004508256912231445
PF,Styblinski_Tang,3,12,4096,2044.9890549893746,36.02882364870636,0.005214691162109375
PF,Styblinski_Tang,3,13,4096,2062.2306527347073,36.08024449084033,0.00448155403137207
PF,Styblinski_Tang,3,14,4096,2057.361511998668,36.0601374391495,0.005499124526977539
PF,Styblinski_Tang,3,15,4096,2048.836035656814,36.041634552716516,0.00530695915222168
PF,Styblinski_Tang,3,16,4096,2068.070638276478,36.114613875281364,0.004644155502319336
PF,Styblinski_Tang,3,17,4096,2033.8444122987937,35.964372678239805,0.004447460174560547
PF,Styblinski_Tang,3,18,4096,2053.68876433235,36.02844988563657,0.004540443420410156
PF,Styblinski_Tang,3,19,4096,2073.27985271988,36.10965775118728,0.005127906799316406
PF,Styblinski_Tang,3,20,4096,2045.5348863596964,36.03581860067522,0.005404472351074219
PF,Styblinski_Tang,3,1,32768,2038.3911455994103,35.98135751219141,0.017834901809692383
PF,Styblinski_Tang,3,2,32768,2047.2440413042707,36.00501513350236,0.017733097076416016
PF,Styblinski_Tang,3,3,32768,2044.8543660008731,35.9985980638542,0.0178830623626709
PF,Styblinski_Tang,3,4,32768,2039.7256999541648,35.976222613664866,0.01670527458190918
PF,Styblinski_Tang,3,5,32768,2051.836149392557,36.02755721054141,0.016902923583984375
PF,Styblinski_Tang,3,6,32768,2043.0037036482277,35.98753853189288,0.017431020736694336
PF,Styblinski_Tang,3,7,32768,2043.4395754721002,35.987716841297676,0.01583242416381836
PF,Styblinski_Tang,3,8,32768,2040.2563035126702,35.986059225300224,0.01567816734313965
