Model,Function,Dim,Run,N_samples,MSE,MAE,TIME
SVR,Zakharov,1,12,2,52329.08288563399,160.83545095805476,0.0008115768432617188
SVR,Zakharov,1,13,2,65542.97764327738,161.47414122936843,0.0008404254913330078
SVR,Zakharov,1,14,2,46926.79697956668,176.5014925227878,0.0009140968322753906
SVR,Zakharov,1,15,2,80286.70755456609,261.9371471738565,0.0009057521820068359
SVR,Zakharov,1,16,2,65590.49454416487,161.68582106448565,0.0008955001831054688
SVR,Zakharov,1,17,2,53698.54831405756,160.11057431135248,0.0006954669952392578
SVR,Zakharov,1,18,2,78752.43211647825,177.4222338968352,0.0008814334869384766
SVR,Zakharov,1,19,2,79124.34038964479,178.29430701038547,0.0006444454193115234
SVR,Zakharov,1,20,2,79590.85461791918,260.6610943737904,0.0008101463317871094
SVR,Zakharov,1,1,4,47113.62137050052,173.5140450679559,0.0008063316345214844
SVR,Zakharov,1,2,4,63136.167883487586,160.4557480374507,0.0009183883666992188
SVR,Zakharov,1,3,4,76251.55213629846,172.77702010327826,0.000843048095703125
SVR,Zakharov,1,4,4,128125.67279534545,328.756740864748,0.0007932186126708984
SVR,Zakharov,1,5,4,61617.498863439316,158.76077934343456,0.0008819103240966797
SVR,Zakharov,1,6,4,48948.75893829765,191.01629862406634,0.0006957054138183594
SVR,Zakharov,1,7,4,66302.17318588292,161.17453377765023,0.0009033679962158203
SVR,Zakharov,1,8,4,72746.60273438675,167.87644510035258,0.0008764266967773438
SVR,Zakharov,1,9,4,50366.675097770625,161.72792660401726,0.0008935928344726562
SVR,Zakharov,1,10,4,70453.84148330244,165.43293952895118,0.0007829666137695312
SVR,Zakharov,1,11,4,77618.58401776625,175.08165584772894,0.0009071826934814453
SVR,Zakharov,1,12,4,47205.03723880941,181.59868253350172,0.0009081363677978516
SVR,Zakharov,1,13,4,77320.01669661656,174.50744150248184,0.0008759498596191406
SVR,Zakharov,1,14,4,51851.26598395532,202.91873475161339,0.0008039474487304688
SVR,Zakharov,1,15,4,50881.84413232382,200.05167177324694,0.0008933544158935547
SVR,Zakharov,1,16,4,65435.38123878648,161.4698754602121,0.00081634521484375
SVR,Zakharov,1,17,4,49808.51272139897,163.4630250742972,0.0009062290191650391
SVR,Zakharov,1,18,4,55176.845639541134,158.86612265496774,0.0008895397186279297
SVR,Zakharov,1,19,4,77756.26798719424,175.3404546297856,0.0007655620574951172
SVR,Zakharov,1,20,4,47519.36646378417,184.26976793723955,0.0009074211120605469
SVR,Zakharov,1,1,8,60636.49853856999,157.91872932380687,0.0008473396301269531
SVR,Zakharov,1,2,8,60279.478386637755,158.44576127854518,0.0009381771087646484
SVR,Zakharov,1,3,8,72864.9767985179,167.6432667812701,0.0009477138519287109
SVR,Zakharov,1,4,8,46772.97495257514,182.93080290263475,0.0009081363677978516
SVR,Zakharov,1,5,8,81578.06679724331,264.0802997411321,0.0009138584136962891
SVR,Zakharov,1,6,8,49140.98228009642,192.08837591510118,0.0018165111541748047
SVR,Zakharov,1,7,8,67976.49512327119,161.62348860003053,0.0008816719055175781
SVR,Zakharov,1,8,8,72013.29833335159,166.84883481974822,0.0009188652038574219
SVR,Zakharov,1,9,8,49621.67977157592,159.8251006765927,0.0008187294006347656
SVR,Zakharov,1,10,8,56300.53075603297,157.24258316284275,0.0009088516235351562
SVR,Zakharov,1,11,8,70140.4456674704,164.23593184535127,0.0009009838104248047
SVR,Zakharov,1,12,8,51819.451908110015,158.28072461338857,0.0008957386016845703
SVR,Zakharov,1,13,8,73821.37562892058,168.74790966722915,0.0009205341339111328
SVR,Zakharov,1,14,8,46458.39757616166,179.04034010153916,0.0008242130279541016
SVR,Zakharov,1,15,8,46902.213640083624,181.0526256588135,0.0009014606475830078
SVR,Zakharov,1,16,8,70917.70057797656,165.0524306621003,0.0007898807525634766
SVR,Zakharov,1,17,8,49124.18364391842,160.94461033718275,0.0009016990661621094
SVR,Zakharov,1,18,8,69151.83418952154,162.72266675070193,0.0009350776672363281
SVR,Zakharov,1,19,8,73058.97088821704,167.68776554682964,0.0008912086486816406
SVR,Zakharov,1,20,8,47087.29082997161,183.2900969410227,0.0012569427490234375
SVR,Zakharov,1,1,16,66366.5923579393,159.0795072328725,0.0007061958312988281
SVR,Zakharov,1,2,16,69734.35567931434,162.8916552829551,0.0009064674377441406
SVR,Zakharov,1,3,16,70532.62358018913,163.87239596722466,0.000789642333984375
SVR,Zakharov,1,4,16,49746.338752414704,156.42609047136705,0.0008909702301025391
SVR,Zakharov,1,5,16,46625.30464638653,160.7448558983463,0.0008149147033691406
SVR,Zakharov,1,6,16,45851.65186440336,176.92870105994245,0.0009121894836425781
SVR,Zakharov,1,7,16,66365.81965019599,159.32143781273095,0.0008993148803710938
SVR,Zakharov,1,8,16,70452.19361063454,164.43849149976498,0.0008988380432128906
SVR,Zakharov,1,9,16,48545.02228509412,193.71056509233128,0.0009100437164306641
SVR,Zakharov,1,10,16,61780.22200666425,155.79074433970214,0.0009081363677978516
SVR,Zakharov,1,11,16,69317.39385456737,162.83294576762967,0.0009202957153320312
SVR,Zakharov,1,12,16,59485.94440873832,155.3412641727836,0.0008137226104736328
SVR,Zakharov,1,13,16,70289.44366735732,164.00104171489468,0.0009112358093261719
SVR,Zakharov,1,14,16,47056.245214884504,160.4951360773295,0.0008857250213623047
SVR,Zakharov,1,15,16,50344.949538561756,158.24475842218374,0.0008153915405273438
SVR,Zakharov,1,16,16,70384.26841047611,163.82301180251713,0.0008857250213623047
SVR,Zakharov,1,17,16,62982.598304179795,156.68691368035832,0.0008835792541503906
SVR,Zakharov,1,18,16,59119.54840446065,152.68593399131626,0.000896453857421875
SVR,Zakharov,1,19,16,64060.73507676825,156.96188241656708,0.0008900165557861328
SVR,Zakharov,1,20,16,49754.2053183076,197.580306976143,0.0009033679962158203
SVR,Zakharov,1,1,32,58771.12988650776,151.1507927070345,0.00079345703125
SVR,Zakharov,1,2,32,64673.84968202246,155.46556811142267,0.0009322166442871094
SVR,Zakharov,1,3,32,63315.57515758981,153.6049042814593,0.0009062290191650391
SVR,Zakharov,1,4,32,44942.0565659182,162.18637912605837,0.0008263587951660156
SVR,Zakharov,1,5,32,51620.69289254035,148.82992731741976,0.0008985996246337891
SVR,Zakharov,1,6,32,44731.887300011906,160.47440947436502,0.0009126663208007812
SVR,Zakharov,1,7,32,63168.158793097624,154.37837597932332,0.0009303092956542969
SVR,Zakharov,1,8,32,60094.27946282122,153.46272677573972,0.0009264945983886719
SVR,Zakharov,1,9,32,49156.40599188381,151.5646116147124,0.0008921623229980469
SVR,Zakharov,1,10,32,61567.61438937649,152.03061026503613,0.0009284019470214844
SVR,Zakharov,1,11,32,57552.15562885124,148.08152439601534,0.0011181831359863281
SVR,Zakharov,1,12,32,55610.79006980623,152.27365302666306,0.0008900165557861328
SVR,Zakharov,1,13,32,63919.49660068055,155.46052881914974,0.0009989738464355469
SVR,Zakharov,1,14,32,48547.291223415006,151.0044916491687,0.0009403228759765625
SVR,Zakharov,1,15,32,55725.15668287827,149.25749350124423,0.0009696483612060547
SVR,Zakharov,1,16,32,63399.89942828207,154.09381855361426,0.0008795261383056641
SVR,Zakharov,1,17,32,43791.981332305324,158.2770674161451,0.0007686614990234375
SVR,Zakharov,1,18,32,45432.16427525137,154.065586106447,0.0009238719940185547
SVR,Zakharov,1,19,32,57464.671626136405,150.82782698296825,0.0007867813110351562
SVR,Zakharov,1,20,32,50175.12868233332,150.24587818816948,0.0009036064147949219
NN,Zakharov,2,1,4,59824104.0,5280.53759765625,4.594874143600464
NN,Zakharov,2,2,4,75744840.0,4137.60791015625,4.174884080886841
NN,Zakharov,2,3,4,64146984.0,4791.240234375,4.539259433746338
NN,Zakharov,2,4,4,184804624.0,10220.625,4.662786960601807
NN,Zakharov,2,5,4,1145788032.0,29991.052734375,4.422970294952393
NN,Zakharov,2,6,4,63530020.0,4936.693359375,3.2499637603759766
NN,Zakharov,2,7,4,66494360.0,3658.84033203125,4.496275424957275
NN,Zakharov,2,8,4,72339816.0,4081.247314453125,3.951072931289673
NN,Zakharov,2,9,4,77338760.0,4516.8681640625,4.8702006340026855
NN,Zakharov,2,10,4,143008800.0,8640.775390625,4.685078144073486
NN,Zakharov,2,11,4,70822488.0,5562.63037109375,4.652436256408691
NN,Zakharov,2,12,4,69417896.0,3856.52001953125,4.2618467807769775
NN,Zakharov,2,13,4,68696048.0,4636.728515625,4.9907097816467285
NN,Zakharov,2,14,4,66676024.0,4099.96240234375,4.130511283874512
NN,Zakharov,2,15,4,103641736.0,8627.380859375,1.7083613872528076
NN,Zakharov,2,16,4,71371048.0,4046.984375,4.249066352844238
NN,Zakharov,2,17,4,72360184.0,3950.711181640625,4.572232723236084
NN,Zakharov,2,18,4,75283304.0,4112.1669921875,5.150556564331055
NN,Zakharov,2,19,4,72058912.0,4031.58642578125,4.698566913604736
NN,Zakharov,2,20,4,68956200.0,6547.2001953125,3.1546292304992676
NN,Zakharov,2,1,16,16431602.0,1813.1866455078125,4.812897443771362
NN,Zakharov,2,2,16,33566616.0,2557.38671875,4.513615846633911
NN,Zakharov,2,3,16,44648404.0,2696.4169921875,4.6427834033966064
NN,Zakharov,2,4,16,13244018.0,2001.4921875,4.747506141662598
NN,Zakharov,2,5,16,2655730.5,1127.416748046875,4.623913764953613
NN,Zakharov,2,6,16,26246344.0,2226.702880859375,4.522949695587158
NN,Zakharov,2,7,16,39137096.0,2284.48388671875,4.451837062835693
NN,Zakharov,2,8,16,50920004.0,3054.05859375,4.456515789031982
NN,Zakharov,2,9,16,30856894.0,2350.565185546875,4.567907810211182
NN,Zakharov,2,10,16,15815891.0,2207.181884765625,3.775923490524292
NN,Zakharov,2,11,16,23714654.0,3038.09912109375,4.386175155639648
NN,Zakharov,2,12,16,54257908.0,2946.978759765625,5.15968918800354
NN,Zakharov,2,13,16,40237296.0,2943.2412109375,4.567860841751099
NN,Zakharov,2,14,16,49080756.0,2873.301513671875,4.30683159828186
NN,Zakharov,2,15,16,23488050.0,1941.9241943359375,4.5193445682525635
NN,Zakharov,2,16,16,60467668.0,3339.771484375,4.650815010070801
NN,Zakharov,2,17,16,39799624.0,2650.3115234375,5.23465371131897
NN,Zakharov,2,18,16,40191896.0,2350.6748046875,4.276917219161987
NN,Zakharov,2,19,16,39765428.0,2879.82080078125,4.58560037612915
NN,Zakharov,2,20,16,5723812.5,1659.4661865234375,3.7226924896240234
NN,Zakharov,2,1,64,677155.1875,291.3750305175781,4.732141971588135
NN,Zakharov,2,2,64,2149878.25,393.4592590332031,5.028768301010132
NN,Zakharov,2,3,64,5431301.5,572.975830078125,4.911107301712036
NN,Zakharov,2,4,64,899069.0,397.96661376953125,4.519913196563721
NN,Zakharov,2,5,64,502346.84375,292.7748107910156,4.383791923522949
NN,Zakharov,2,6,64,2860468.75,518.4684448242188,5.461457967758179
NN,Zakharov,2,7,64,7597448.5,704.6856079101562,3.7587263584136963
NN,Zakharov,2,8,64,5984819.0,630.00341796875,3.362595796585083
NN,Zakharov,2,9,64,2095857.875,331.4862365722656,4.734985589981079
NN,Zakharov,2,10,64,1021957.625,513.248779296875,4.738218784332275
NN,Zakharov,2,11,64,990242.125,366.11669921875,4.937385082244873
NN,Zakharov,2,12,64,4480226.5,626.5565795898438,2.1302499771118164
NN,Zakharov,2,13,64,3774056.75,624.259521484375,4.2289721965789795
NN,Zakharov,2,14,64,4320863.0,842.5023193359375,4.687824964523315
NN,Zakharov,2,15,64,5463017.0,557.7760009765625,4.732258081436157
NN,Zakharov,2,16,64,6061706.5,776.3467407226562,4.4143967628479
NN,Zakharov,2,17,64,682244.8125,265.2246398925781,5.251893997192383
NN,Zakharov,2,18,64,2263336.0,526.5657958984375,4.365000486373901
NN,Zakharov,2,19,64,865546.4375,415.7333068847656,4.292550802230835
NN,Zakharov,2,20,64,205772.03125,183.59698486328125,4.208116292953491
NN,Zakharov,2,1,256,121004.6875,187.6259307861328,9.457711935043335
NN,Zakharov,2,2,256,494954.09375,166.6489715576172,9.940609693527222
NN,Zakharov,2,3,256,1149570.875,253.51754760742188,10.215717792510986
NN,Zakharov,2,4,256,239065.578125,189.00070190429688,9.237846374511719
NN,Zakharov,2,5,256,142618.21875,115.15477752685547,9.556285858154297
NN,Zakharov,2,6,256,78373.015625,188.3404998779297,9.211873531341553
NN,Zakharov,2,7,256,770669.875,202.10508728027344,10.540142059326172
NN,Zakharov,2,8,256,140713.390625,187.8701934814453,9.53101396560669
NN,Zakharov,2,9,256,190640.484375,132.6498565673828,9.032096147537231
NN,Zakharov,2,10,256,126013.6953125,196.59677124023438,9.684721231460571
NN,Zakharov,2,11,256,69113.984375,138.7076873779297,9.657525539398193
NN,Zakharov,2,12,256,142041.859375,141.25341796875,10.647479772567749
NN,Zakharov,2,13,256,129408.0,130.95947265625,10.747579336166382
NN,Zakharov,2,14,256,116478.796875,149.7145233154297,9.628463983535767
NN,Zakharov,2,15,256,95453.046875,147.13453674316406,9.396012783050537
NN,Zakharov,2,16,256,102146.9296875,158.7675018310547,9.368077754974365
NN,Zakharov,2,17,256,130229.328125,194.624755859375,9.46722674369812
NN,Zakharov,2,18,256,83414.5625,206.02981567382812,9.29501485824585
NN,Zakharov,2,19,256,119078.0703125,133.0187225341797,9.935950994491577
NN,Zakharov,2,20,256,93566.7265625,172.4751434326172,9.21837067604065
NN,Zakharov,2,1,1024,47010.12890625,132.2806396484375,13.916158437728882
NN,Zakharov,2,2,1024,43282.24609375,113.31639099121094,13.71288537979126
NN,Zakharov,2,3,1024,120018.3515625,183.83657836914062,13.149857521057129
NN,Zakharov,2,4,1024,96307.9453125,146.74627685546875,13.166206359863281
NN,Zakharov,2,5,1024,74580.4375,110.12010955810547,13.604778051376343
NN,Zakharov,2,6,1024,83445.359375,166.36190795898438,12.864799737930298
NN,Zakharov,2,7,1024,112040.34375,172.580810546875,13.426751375198364
NN,Zakharov,2,8,1024,68559.1953125,169.68145751953125,12.296512842178345
NN,Zakharov,2,9,1024,48338.23828125,160.83404541015625,12.913538932800293
NN,Zakharov,2,10,1024,132564.0,182.34703063964844,13.474699974060059
NN,Zakharov,2,11,1024,41117.98046875,102.56041717529297,12.93860650062561
NN,Zakharov,2,12,1024,87803.0625,111.06065368652344,12.26265811920166
NN,Zakharov,2,13,1024,87517.7109375,157.23646545410156,12.909329414367676
NN,Zakharov,2,14,1024,130686.640625,234.74020385742188,12.260797262191772
NN,Zakharov,2,15,1024,86951.1328125,158.72239685058594,13.333809852600098
NN,Zakharov,2,16,1024,49226.08984375,148.0684356689453,12.759711742401123
NN,Zakharov,2,17,1024,62804.96484375,140.67938232421875,12.805788040161133
NN,Zakharov,2,18,1024,151465.09375,333.72735595703125,13.556119918823242
NN,Zakharov,2,19,1024,107574.5,177.40821838378906,13.83656930923462
NN,Zakharov,2,20,1024,71088.4765625,133.30067443847656,12.739479303359985
PF,Zakharov,2,1,4,208325862.5318885,8961.852733549526,0.0019021034240722656
PF,Zakharov,2,2,4,76311230.67481636,4155.4583329700945,0.0016341209411621094
PF,Zakharov,2,3,4,3545976216.2058787,34848.707059556626,0.0017352104187011719
PF,Zakharov,2,4,4,133378008.6144758,9271.618824462354,0.001550436019897461
PF,Zakharov,2,5,4,250350140.8279189,11217.274860588508,0.0018360614776611328
PF,Zakharov,2,6,4,99607541.15101674,6604.660501444245,0.0018684864044189453
PF,Zakharov,2,7,4,80980492.92836516,5230.439194184845,0.002164602279663086
PF,Zakharov,2,8,4,73717236.83389902,4220.924219426797,0.001983642578125
PF,Zakharov,2,9,4,79161009.73508064,4700.514696600218,0.0018811225891113281
PF,Zakharov,2,10,4,230991090.29957896,9716.036056943614,0.001950979232788086
PF,Zakharov,2,11,4,365010243.9688309,10762.780335148433,0.002103567123413086
PF,Zakharov,2,12,4,93795493.12654082,5091.594466649051,0.00188446044921875
PF,Zakharov,2,13,4,436386230.85368705,14530.797806835857,0.0018177032470703125
PF,Zakharov,2,14,4,67528079.1200207,4144.0125234446305,0.001857757568359375
PF,Zakharov,2,15,4,87481205.88273767,7808.669157325494,0.0038967132568359375
PF,Zakharov,2,16,4,64388475.47731337,4194.5059017164795,0.002007007598876953
PF,Zakharov,2,17,4,69722558.04448609,3877.849673569289,0.0016589164733886719
PF,Zakharov,2,18,4,75927408.26458645,4170.59176522559,0.0016546249389648438
PF,Zakharov,2,19,4,88453113.09993795,4787.707189099923,0.0016329288482666016
PF,Zakharov,2,20,4,129563632.30560835,8922.231427408775,0.0016837120056152344
PF,Zakharov,2,1,16,15327627.786021274,2368.6614856955434,0.0017676353454589844
PF,Zakharov,2,2,16,30430204.079256885,2733.3530370589665,0.0017478466033935547
PF,Zakharov,2,3,16,68310155.46146575,3146.1080172203287,0.0017309188842773438
PF,Zakharov,2,4,16,10023264.092314532,1852.333446838313,0.0024979114532470703
PF,Zakharov,2,5,16,74732298.92740263,5399.32444487305,0.0017817020416259766
PF,Zakharov,2,6,16,19358154.970253833,1945.2752338783066,0.0023093223571777344
PF,Zakharov,2,7,16,35288309.7957755,2487.935934917663,0.0018696784973144531
PF,Zakharov,2,8,16,31699806.190587196,2278.511526665341,0.001737833023071289
PF,Zakharov,2,9,16,31992577.19234002,2197.7593759337656,0.0018513202667236328
PF,Zakharov,2,10,16,32881896.98671576,3231.5282541491442,0.0018508434295654297
PF,Zakharov,2,11,16,28492015.06523219,3356.955430945882,0.0019483566284179688
PF,Zakharov,2,12,16,38460866.09236562,2505.0616843498847,0.0017313957214355469
PF,Zakharov,2,13,16,33514422.686977867,3175.2258119693024,0.0016853809356689453
PF,Zakharov,2,14,16,52434469.18692938,2805.8996948630015,0.0017786026000976562
PF,Zakharov,2,15,16,15021710.29663149,1815.1273562228453,0.001689910888671875
PF,Zakharov,2,16,16,152207814.40389076,5131.445026351693,0.0017228126525878906
PF,Zakharov,2,17,16,96684748.74926446,3894.6617804163047,0.0016450881958007812
PF,Zakharov,2,18,16,281690607.9046178,6573.626248070605,0.0017743110656738281
PF,Zakharov,2,19,16,23804422.295226946,2072.518856528105,0.0040552616119384766
PF,Zakharov,2,20,16,19314529.977136414,3084.365301756752,0.002778768539428711
PF,Zakharov,2,1,64,7200327.958967166,1975.9885609010112,0.0017466545104980469
PF,Zakharov,2,2,64,8888814.81700316,1860.5919646554812,0.002048969268798828
PF,Zakharov,2,3,64,12416758.374435661,1682.3401925403432,0.002511262893676758
PF,Zakharov,2,4,64,7838340.76948164,1926.3809996685873,0.0018076896667480469
PF,Zakharov,2,5,64,7305812.13874991,1974.1966662828647,0.0038919448852539062
PF,Zakharov,2,6,64,11898113.423690075,1982.7370498079024,0.001749277114868164
PF,Zakharov,2,7,64,17039127.667649977,1816.655571135899,0.0045969486236572266
PF,Zakharov,2,8,64,12304395.217115726,1817.755073583144,0.0018506050109863281
PF,Zakharov,2,9,64,8801239.372725341,1728.490910408632,0.0017812252044677734
PF,Zakharov,2,10,64,9657940.362143774,2100.492988918748,0.0017876625061035156
PF,Zakharov,2,11,64,9977851.650938815,2356.5152317586826,0.003749847412109375
PF,Zakharov,2,12,64,11755209.135077836,1926.5714740867213,0.0018715858459472656
PF,Zakharov,2,13,64,11090881.117802765,1868.2779098482683,0.0018351078033447266
PF,Zakharov,2,14,64,7212891.217245229,1871.1679531364005,0.0017726421356201172
PF,Zakharov,2,15,64,13329252.04740138,1720.3873809105196,0.0019075870513916016
PF,Zakharov,2,16,64,14860180.97165936,1990.5672356684208,0.002058744430541992
PF,Zakharov,2,17,64,8548037.55471717,1797.2185961721775,0.002028942108154297
PF,Zakharov,2,18,64,8617858.998525439,1985.8595469887994,0.0031354427337646484
PF,Zakharov,2,19,64,6824230.906927697,1845.9378366872031,0.0018947124481201172
PF,Zakharov,2,20,64,7266020.927050115,2063.804496070399,0.0025739669799804688
PF,Zakharov,2,1,256,6664377.930188529,1904.6682202497047,0.001953601837158203
PF,Zakharov,2,2,256,7717551.828163362,1816.706888328971,0.0020051002502441406
PF,Zakharov,2,3,256,10754827.313250031,1772.853615874117,0.0022983551025390625
PF,Zakharov,2,4,256,6808660.3780796705,1818.9724326879584,0.002115964889526367
PF,Zakharov,2,5,256,6890436.929648053,1828.8837989009262,0.002003908157348633
PF,Zakharov,2,6,256,6648938.912559845,1943.34838800371,0.0019974708557128906
PF,Zakharov,2,7,256,10589219.703000342,1844.1577984731275,0.0019974708557128906
PF,Zakharov,2,8,256,6841581.349326892,1861.9516805734079,0.0022008419036865234
PF,Zakharov,2,9,256,7905500.272942789,1860.4320158302517,0.002318859100341797
PF,Zakharov,2,10,256,6854912.291135152,1912.8463660669909,0.0023202896118164062
PF,Zakharov,2,11,256,6576796.249505312,1936.0869344809073,0.0022780895233154297
PF,Zakharov,2,12,256,6833889.020193817,1836.7616609529339,0.002327442169189453
PF,Zakharov,2,13,256,6666159.1993497955,1840.8983193006673,0.002264738082885742
PF,Zakharov,2,14,256,6802659.535139144,1812.278298633907,0.002069711685180664
PF,Zakharov,2,15,256,6916360.446428534,1942.4115269375297,0.001981973648071289
PF,Zakharov,2,16,256,6845849.750015881,1802.8500553147376,0.002359628677368164
PF,Zakharov,2,17,256,7411074.24010512,1910.5394098729982,0.0022776126861572266
PF,Zakharov,2,18,256,6733558.894574825,1940.6982260143413,0.002035379409790039
PF,Zakharov,2,19,256,6740456.385503142,1984.3483179056727,0.0021872520446777344
PF,Zakharov,2,20,256,6620709.122256528,1957.8292848038218,0.0021691322326660156
PF,Zakharov,2,1,1024,6579992.225567426,1901.6141928390293,0.002371072769165039
PF,Zakharov,2,2,1024,6730461.705423312,1851.9416306503572,0.0022907257080078125
PF,Zakharov,2,3,1024,6919619.45948128,1850.7529334900305,0.0019991397857666016
PF,Zakharov,2,4,1024,6850822.848782437,1800.57310352495,0.0029098987579345703
PF,Zakharov,2,5,1024,7010676.522310453,1825.1789751693777,0.0030946731567382812
PF,Zakharov,2,6,1024,6853876.727514583,1898.328609603788,0.0032858848571777344
PF,Zakharov,2,7,1024,6989649.522479968,1843.7946199761232,0.002559185028076172
PF,Zakharov,2,8,1024,6652407.615021628,1850.2992688059542,0.0022292137145996094
PF,Zakharov,2,9,1024,6564597.819147965,1917.224446003166,0.002446413040161133
PF,Zakharov,2,10,1024,6748876.566213168,1823.2245956645147,0.002991199493408203
PF,Zakharov,2,11,1024,6604332.429582712,1877.0159522779018,0.0021681785583496094
PF,Zakharov,2,12,1024,6851805.294177613,1791.7348583632522,0.0022721290588378906
PF,Zakharov,2,13,1024,6676244.867378845,1843.4948813079425,0.002278566360473633
PF,Zakharov,2,14,1024,6912228.765330824,1817.000836979752,0.0024628639221191406
PF,Zakharov,2,15,1024,7048858.179283446,1818.3624139377766,0.002437114715576172
PF,Zakharov,2,16,1024,6923135.886861194,1813.828668096026,0.0023822784423828125
PF,Zakharov,2,17,1024,6973148.5948608965,1848.1753348413818,0.0024073123931884766
PF,Zakharov,2,18,1024,6573916.057208412,1885.4425892760069,0.0029087066650390625
PF,Zakharov,2,19,1024,6649456.255342425,1851.3291998389748,0.002122640609741211
PF,Zakharov,2,20,1024,6640116.107232619,1881.89655516207,0.0026390552520751953
SESM,Zakharov,2,1,4,74150416.0,6569.73046875,42.20376968383789
SESM,Zakharov,2,2,4,76606800.0,4159.19091796875,43.08728003501892
SESM,Zakharov,2,3,4,57121956.0,4411.51513671875,43.3885817527771
SESM,Zakharov,2,4,4,195722432.0,10886.431640625,43.28712773323059
SESM,Zakharov,2,5,4,189112352.0,11149.5341796875,43.31239461898804
SESM,Zakharov,2,6,4,68211536.0,5295.76806640625,43.259817361831665
SESM,Zakharov,2,7,4,65454192.0,3813.5087890625,42.599101543426514
SESM,Zakharov,2,8,4,74731744.0,4133.40869140625,42.52843165397644
SESM,Zakharov,2,9,4,72245664.0,4496.45068359375,43.57469081878662
SESM,Zakharov,2,10,4,93660104.0,6734.814453125,38.38474440574646
SESM,Zakharov,2,11,4,63113540.0,5151.61279296875,43.26203441619873
SESM,Zakharov,2,12,4,74141176.0,4139.61181640625,43.513651847839355
SESM,Zakharov,2,13,4,47818940.0,3029.84033203125,38.02054572105408
SESM,Zakharov,2,14,4,71728232.0,4269.08740234375,43.66752004623413
SESM,Zakharov,2,15,4,107323200.0,8527.0380859375,43.437662839889526
SESM,Zakharov,2,16,4,72059296.0,4048.947509765625,43.5063271522522
SESM,Zakharov,2,17,4,74950952.0,4070.073486328125,43.920915842056274
SESM,Zakharov,2,18,4,76183760.0,4136.55029296875,39.08527493476868
SESM,Zakharov,2,19,4,69488600.0,3841.0595703125,39.69470524787903
SESM,Zakharov,2,20,4,92799320.0,7345.23583984375,42.57439708709717
SESM,Zakharov,2,1,16,17259248.0,2199.919921875,39.334489583969116
SESM,Zakharov,2,2,16,41394804.0,2785.71044921875,43.50082588195801
SESM,Zakharov,2,3,16,31381878.0,2107.579833984375,43.21228885650635
SESM,Zakharov,2,4,16,7686487.0,1628.1806640625,43.579686403274536
SESM,Zakharov,2,5,16,25500168.0,2959.324951171875,40.45645999908447
SESM,Zakharov,2,6,16,28551246.0,2123.3251953125,43.32999777793884
SESM,Zakharov,2,7,16,39682456.0,2606.09912109375,42.333635330200195
SESM,Zakharov,2,8,16,50285832.0,2949.78466796875,43.51500058174133
SESM,Zakharov,2,9,16,29636930.0,2335.8203125,39.13044881820679
SESM,Zakharov,2,10,16,15754076.0,1491.7513427734375,38.849772453308105
SESM,Zakharov,2,11,16,14177739.0,1849.297607421875,43.15028977394104
SESM,Zakharov,2,12,16,50977404.0,2854.7880859375,43.11460256576538
SESM,Zakharov,2,13,16,27310832.0,2241.89697265625,41.70736336708069
SESM,Zakharov,2,14,16,36073264.0,2301.697265625,43.42780661582947
SESM,Zakharov,2,15,16,22061526.0,2094.715087890625,39.638129234313965
SESM,Zakharov,2,16,16,61437036.0,3420.868408203125,43.29720497131348
SESM,Zakharov,2,17,16,14705069.0,1848.2264404296875,43.32101845741272
SESM,Zakharov,2,18,16,13864192.0,1670.037353515625,43.34051966667175
SESM,Zakharov,2,19,16,31921446.0,2438.90576171875,39.84701585769653
SESM,Zakharov,2,20,16,9834647.0,2348.3291015625,42.222383975982666
SESM,Zakharov,2,1,64,653964.5625,179.76512145996094,41.15049386024475
SESM,Zakharov,2,2,64,2460610.25,372.7319030761719,42.036856174468994
SESM,Zakharov,2,3,64,6351205.5,545.938720703125,40.322373151779175
SESM,Zakharov,2,4,64,528064.25,194.06866455078125,41.86937379837036
SESM,Zakharov,2,5,64,469191.125,178.244140625,42.18855333328247
SESM,Zakharov,2,6,64,3614163.25,376.3034362792969,41.40351438522339
SESM,Zakharov,2,7,64,8001194.5,656.7360229492188,43.53846335411072
SESM,Zakharov,2,8,64,3321752.75,471.54180908203125,42.69629168510437
SESM,Zakharov,2,9,64,2824760.0,358.02716064453125,43.50295543670654
SESM,Zakharov,2,10,64,634537.125,235.0570526123047,42.71682095527649
SESM,Zakharov,2,11,64,525526.5,178.0374298095703,43.89467716217041
SESM,Zakharov,2,12,64,5006814.5,462.7297058105469,44.40903902053833
SESM,Zakharov,2,13,64,3809911.5,457.44110107421875,44.17143106460571
SESM,Zakharov,2,14,64,1155612.75,292.06451416015625,43.19821238517761
SESM,Zakharov,2,15,64,4408381.5,449.9453125,43.75048089027405
SESM,Zakharov,2,16,64,4243257.0,497.4901123046875,43.519387006759644
SESM,Zakharov,2,17,64,462761.0625,133.4185791015625,43.51865911483765
SESM,Zakharov,2,18,64,1814405.5,308.2160949707031,43.52924990653992
SESM,Zakharov,2,19,64,336988.625,158.81448364257812,43.59016942977905
SESM,Zakharov,2,20,64,261949.796875,151.03395080566406,43.39362359046936
SESM,Zakharov,2,1,256,41608.1015625,36.32383728027344,38.338775396347046
SESM,Zakharov,2,2,256,622306.6875,107.30609130859375,44.02974057197571
